日　　期	市　　場	產　　品	上價	中價	下價	平均價(元/公斤)	增減%	交易量(公斤)	增減%	
111/10/27	540 南投市  	OX1 其他  	130.0 	40.0 	5.0 	38.1 	 + 21	"1,125 "	 - 51	42817.5
111/10/27	540 南投市  	SA3 蘿蔔 矸仔 	16.0 	15.0 	9.0 	14.9 	 +  0	300 	 - 29	4479
111/10/27	540 南投市  	SQ3 茭白筍 去殼 	225.0 	132.0 	60.0 	131.8 	 - 19	53 	 - 48	6986.99
111/10/28	540 南投市  	FC1 胡瓜 黑刺 	35.0 	29.0 	21.0 	28.6 	 +  3	226 	 - 24	6468.12
111/10/28	540 南投市  	FD1 花胡瓜  	76.0 	65.0 	45.0 	64.9 	 +  4	190 	 + 36	12334.8
111/10/28	540 南投市  	FG1 苦瓜 白大米 	74.0 	53.0 	30.0 	52.8 	 +  3	235 	 + 21	12412.7
111/10/28	540 南投市  	FJ3 番茄 牛番茄 	90.0 	74.0 	61.0 	73.5 	 + 21	76 	 - 33	5588.28
111/10/28	540 南投市  	FN2 敏豆 青豆 	175.0 	163.0 	125.0 	162.3 	 + 40	44 	 - 19	7139.88
111/10/28	540 南投市  	LA1 甘藍 初秋 	28.0 	15.0 	12.0 	25.7 	 + 14	791 	 -  9	20336.61
111/10/28	540 南投市  	OX1 其他  	135.0 	38.0 	6.0 	36.1 	 -  5	"2,258 "	 +101	81536.38
111/10/28	540 南投市  	SA3 蘿蔔 矸仔 	16.0 	15.0 	8.5 	14.6 	 -  2	576 	 + 92	8386.56
111/10/28	540 南投市  	SG1 大蒜 硬梗 	145.0 	132.0 	120.0 	131.7 	  -  	94 	  -  	12379.8
111/10/28	540 南投市  	SQ3 茭白筍 去殼 	260.0 	138.0 	75.0 	137.0 	 +  4	93 	 + 75	12744.72
111/10/29	540 南投市  	FC1 胡瓜 黑刺 	28.0 	24.0 	10.0 	23.1 	 - 19	321 	 + 42	7418.31
111/10/29	540 南投市  	FD1 花胡瓜  	75.0 	63.0 	49.0 	62.5 	 -  4	170 	 - 11	10625
111/10/29	540 南投市  	FE1 冬瓜 白皮 	8.0 	7.0 	3.0 	6.5 	  -  	130 	  -  	838.5
111/10/29	540 南投市  	FH2 扁蒲 圓形 	25.0 	21.0 	17.0 	20.7 	  -  	191 	  -  	3961.34
111/10/29	540 南投市  	FI2 茄子 麻荸茄 	42.0 	38.0 	30.0 	37.7 	  -  	180 	  -  	6778.8
111/10/29	540 南投市  	FJ3 番茄 牛番茄 	98.0 	78.0 	41.0 	77.1 	 +  5	198 	 +161	15257.88
111/10/29	540 南投市  	FN2 敏豆 青豆 	175.0 	166.0 	120.0 	164.1 	 +  1	53 	 + 20	8695.18
111/10/29	540 南投市  	LA1 甘藍 初秋 	35.0 	22.0 	14.0 	21.4 	 - 17	"1,021 "	 + 29	21828.98
111/10/29	540 南投市  	OX1 其他  	120.0 	40.0 	3.0 	38.3 	 +  6	"2,171 "	 -  4	83105.88
111/10/29	540 南投市  	SA3 蘿蔔 矸仔 	16.0 	15.0 	12.0 	15.0 	 +  3	573 	 -  1	8577.81
111/10/29	540 南投市  	SH1 竹筍 麻竹筍 	30.0 	19.0 	8.0 	18.0 	  -  	141 	  -  	2530.95
111/10/29	540 南投市  	SQ3 茭白筍 去殼 	160.0 	156.0 	70.0 	154.9 	 + 13	88 	 -  5	13626.8
111/10/30	540 南投市  	FC1 胡瓜 黑刺 	33.0 	24.0 	9.0 	23.0 	 -  0	183 	 - 43	4210.83
111/10/30	540 南投市  	FD1 花胡瓜  	80.0 	66.0 	46.0 	65.3 	 +  4	184 	 +  8	12009.68
111/10/30	540 南投市  	FG1 苦瓜 白大米 	75.0 	57.0 	30.0 	56.3 	  -  	265 	  -  	14927.45
111/10/30	540 南投市  	FI2 茄子 麻荸茄 	42.0 	31.0 	12.0 	30.0 	 - 20	339 	 + 88	10180.17
111/10/30	540 南投市  	FJ3 番茄 牛番茄 	79.0 	70.0 	41.0 	68.4 	 - 11	208 	 +  5	14235.52
111/10/30	540 南投市  	FK5 甜椒 青椒 	55.0 	43.0 	27.0 	42.7 	  -  	165 	  -  	7045.5
111/10/30	540 南投市  	FN2 敏豆 青豆 	175.0 	162.0 	97.0 	160.0 	 -  2	62 	 + 17	9921.24
111/10/30	540 南投市  	LA1 甘藍 初秋 	23.0 	18.0 	10.0 	17.9 	 - 16	694 	 - 32	12408.72
111/10/30	540 南投市  	OX1 其他  	100.0 	30.0 	3.0 	28.4 	 - 26	"3,094 "	 + 43	87900.54
111/10/30	540 南投市  	SA3 蘿蔔 矸仔 	16.0 	15.0 	6.0 	14.3 	 -  5	746 	 + 30	10630.5
111/10/30	540 南投市  	SG1 大蒜 硬梗 	105.0 	80.0 	50.0 	79.2 	  -  	98 	  -  	7758.66
111/10/30	540 南投市  	SQ3 茭白筍 去殼 	240.0 	162.0 	60.0 	160.9 	 +  4	102 	 + 16	16406.7
111/11/01	540 南投市  	FB2 花椰菜 白梗 	100.0 	66.0 	32.0 	65.3 	  -  	308 	  -  	20118.56
111/11/01	540 南投市  	FC1 胡瓜 黑刺 	26.0 	24.0 	20.0 	23.5 	 +  2	121 	 - 34	2839.87
111/11/01	540 南投市  	FD1 花胡瓜  	80.0 	64.0 	45.0 	63.7 	 -  2	162 	 - 12	10324.26
111/11/01	540 南投市  	FG1 苦瓜 白大米 	75.0 	47.0 	15.0 	46.7 	 - 17	325 	 + 23	15167.75
111/11/01	540 南投市  	FH2 扁蒲 圓形 	25.0 	19.0 	10.0 	18.7 	  -  	276 	  -  	5163.96
111/11/01	540 南投市  	FI2 茄子 麻荸茄 	35.0 	27.0 	10.0 	26.8 	 - 11	264 	 - 22	7083.12
111/11/01	540 南投市  	FJ1 番茄 黑柿 	85.0 	65.0 	34.0 	64.8 	  -  	316 	  -  	20479.96
111/11/01	540 南投市  	FN2 敏豆 青豆 	150.0 	103.0 	30.0 	101.8 	 - 36	134 	 +116	13639.86
111/11/01	540 南投市  	LA1 甘藍 初秋 	20.0 	15.0 	8.0 	14.8 	 - 18	"1,361 "	 + 96	20074.75
111/11/01	540 南投市  	LH2 菠菜 角葉 	80.0 	67.0 	50.0 	66.1 	  -  	214 	  -  	14149.68
111/11/01	540 南投市  	OX1 其他  	100.0 	31.0 	5.0 	29.5 	 +  4	"2,723 "	 - 12	80382.96
111/11/01	540 南投市  	SA3 蘿蔔 矸仔 	16.0 	15.5 	11.0 	15.3 	 +  7	633 	 - 15	9665.91
111/11/01	540 南投市  	SH1 竹筍 麻竹筍 	30.0 	17.0 	8.0 	16.1 	  -  	132 	  -  	2127.84
111/11/01	540 南投市  	SQ3 茭白筍 去殼 	260.0 	187.0 	71.0 	185.5 	 + 15	69 	 - 32	12800.88
111/11/02	540 南投市  	FC1 胡瓜 黑刺 	22.0 	18.0 	5.0 	17.2 	 - 27	521 	 +331	8940.36
111/11/02	540 南投市  	FD1 花胡瓜  	80.0 	63.0 	50.0 	62.3 	 -  2	296 	 + 83	18443.76
111/11/02	540 南投市  	FG1 苦瓜 白大米 	70.0 	47.0 	25.0 	46.2 	 -  1	350 	 +  8	16156
111/11/02	540 南投市  	FI2 茄子 麻荸茄 	42.0 	37.0 	23.0 	36.4 	 + 36	215 	 - 19	7834.6
111/11/02	540 南投市  	FJ3 番茄 牛番茄 	80.0 	64.0 	25.0 	63.2 	  -  	196 	  -  	12391.12
111/11/02	540 南投市  	FK5 甜椒 青椒 	50.0 	45.0 	35.0 	44.4 	  -  	180 	  -  	7995.6
111/11/02	540 南投市  	FN2 敏豆 青豆 	140.0 	110.0 	56.0 	108.5 	 +  7	103 	 - 23	11175.5
111/11/02	540 南投市  	LA1 甘藍 初秋 	25.0 	17.0 	8.0 	16.2 	 + 10	"1,490 "	 +  9	24093.3
111/11/02	540 南投市  	OX1 其他  	95.0 	29.0 	7.0 	27.2 	 -  8	"2,439 "	 - 10	66243.24
111/11/02	540 南投市  	SA3 蘿蔔 矸仔 	16.0 	15.0 	7.0 	14.0 	 -  8	622 	 -  2	8708
111/11/02	540 南投市  	SE1 青蔥 日蔥 	80.0 	73.0 	55.0 	72.1 	  -  	105 	  -  	7574.7
111/11/02	540 南投市  	SQ3 茭白筍 去殼 	260.0 	140.0 	60.0 	138.8 	 - 25	90 	 + 30	12493.8
111/11/03	540 南投市  	FC1 胡瓜 黑刺 	20.0 	18.0 	15.0 	17.5 	 +  2	288 	 - 45	5045.76
111/11/03	540 南投市  	FD1 花胡瓜  	80.0 	61.0 	47.0 	60.8 	 -  2	302 	 +  2	18352.54
111/11/03	540 南投市  	FG1 苦瓜 白大米 	45.0 	30.0 	15.0 	29.8 	 - 36	182 	 - 48	5416.32
111/11/03	540 南投市  	FJ1 番茄 黑柿 	70.0 	58.0 	30.0 	57.0 	  -  	181 	  -  	10317
111/11/03	540 南投市  	FK5 甜椒 青椒 	53.0 	39.0 	12.0 	38.8 	 - 13	163 	 -  9	6324.4
111/11/03	540 南投市  	FN2 敏豆 青豆 	135.0 	87.0 	28.0 	86.5 	 - 20	141 	 + 37	12195.09
111/11/03	540 南投市  	LA1 甘藍 初秋 	16.0 	14.0 	11.0 	13.3 	 - 18	549 	 - 63	7290.72
111/11/03	540 南投市  	LB1 小白菜 土白菜 	35.0 	28.0 	25.0 	27.5 	  -  	94 	  -  	2584.06
111/11/03	540 南投市  	LJ3 芥菜 大芥菜 	22.0 	15.0 	9.0 	14.5 	  -  	125 	  -  	1811.25
111/11/03	540 南投市  	OX1 其他  	150.0 	37.0 	6.5 	35.7 	 + 31	"2,507 "	 +  3	89449.76
111/11/03	540 南投市  	SA3 蘿蔔 矸仔 	16.0 	16.0 	16.0 	16.0 	 + 14	380 	 - 39	6080
111/11/03	540 南投市  	SE1 青蔥 日蔥 	83.0 	70.0 	50.0 	68.7 	 -  5	102 	 -  3	7005.36
111/11/03	540 南投市  	SQ3 茭白筍 去殼 	260.0 	143.0 	40.0 	141.2 	 +  2	84 	 -  7	11859.96
111/11/04	540 南投市  	FB2 花椰菜 白梗 	40.0 	36.0 	30.0 	35.8 	  -  	136 	  -  	4872.88
111/11/04	540 南投市  	FC1 胡瓜 黑刺 	35.0 	21.0 	5.0 	20.9 	 + 19	168 	 - 42	3507.84
111/11/04	540 南投市  	FD1 花胡瓜  	70.0 	58.0 	46.0 	57.5 	 -  5	160 	 - 47	9204.8
111/11/04	540 南投市  	FG1 苦瓜 白大米 	65.0 	44.0 	18.0 	43.0 	 + 44	317 	 + 74	13627.83
111/11/04	540 南投市  	FJ3 番茄 牛番茄 	90.0 	66.0 	50.0 	65.4 	  -  	122 	  -  	7973.92
111/11/04	540 南投市  	FK5 甜椒 青椒 	40.0 	34.0 	6.0 	33.1 	 - 15	193 	 + 18	6392.16
111/11/04	540 南投市  	FN2 敏豆 青豆 	135.0 	87.0 	21.0 	86.3 	 -  0	98 	 - 30	8458.38
111/11/04	540 南投市  	LA1 甘藍 初秋 	30.0 	20.0 	10.0 	19.5 	 + 47	"1,086 "	 + 98	21198.72
111/11/04	540 南投市  	OX1 其他  	100.0 	32.0 	10.0 	30.7 	 - 14	"2,318 "	 -  8	71093.06
111/11/04	540 南投市  	SA3 蘿蔔 矸仔 	16.0 	14.0 	7.0 	13.4 	 - 17	425 	 + 12	5673.75
111/11/04	540 南投市  	SQ3 茭白筍 去殼 	260.0 	146.0 	70.0 	145.3 	 +  3	96 	 + 14	13952.64
111/11/05	540 南投市  	FC1 胡瓜 黑刺 	24.0 	21.0 	10.0 	20.9 	 +  0	178 	 +  6	3721.98
111/11/05	540 南投市  	FD1 花胡瓜  	70.0 	61.0 	50.0 	60.7 	 +  5	135 	 - 16	8190.45
111/11/05	540 南投市  	FE1 冬瓜 白皮 	10.0 	9.5 	8.0 	9.1 	  -  	157 	  -  	1425.56
111/11/05	540 南投市  	FG1 苦瓜 白大米 	57.0 	40.0 	27.0 	39.7 	 -  8	123 	 - 61	4879.41
111/11/05	540 南投市  	FI2 茄子 麻荸茄 	45.0 	38.0 	30.0 	37.9 	  -  	321 	  -  	12159.48
111/11/05	540 南投市  	FJ3 番茄 牛番茄 	87.0 	54.0 	31.0 	53.2 	 - 19	441 	 +261	23470.02
111/11/05	540 南投市  	FK5 甜椒 青椒 	31.0 	26.0 	20.0 	25.7 	 - 22	137 	 - 29	3519.53
111/11/05	540 南投市  	FN2 敏豆 青豆 	130.0 	88.0 	30.0 	87.1 	 +  1	147 	 + 50	12802.23
111/11/05	540 南投市  	LA1 甘藍 初秋 	26.0 	19.0 	10.0 	18.0 	 -  8	670 	 - 38	12039.9
111/11/05	540 南投市  	LB1 小白菜 土白菜 	34.0 	33.0 	30.0 	32.5 	  -  	99 	  -  	3218.49
111/11/05	540 南投市  	LH2 菠菜 角葉 	80.0 	73.0 	45.0 	72.0 	  -  	167 	  -  	12022.33
111/11/05	540 南投市  	OX1 其他  	150.0 	35.0 	5.0 	33.7 	 + 10	"2,038 "	 - 12	68578.7
111/11/05	540 南投市  	SA3 蘿蔔 矸仔 	16.0 	16.0 	16.0 	16.0 	 + 20	190 	 - 55	3040
111/11/05	540 南投市  	SE1 青蔥 日蔥 	90.0 	75.0 	55.0 	74.8 	  -  	93 	  -  	6960.12
111/11/05	540 南投市  	SH1 竹筍 麻竹筍 	30.0 	20.0 	12.0 	19.9 	  -  	99 	  -  	1968.12
111/11/05	540 南投市  	SQ3 茭白筍 去殼 	260.0 	158.0 	43.0 	157.4 	 +  8	88 	 -  8	13851.2
111/11/06	540 南投市  	FC1 胡瓜 黑刺 	23.0 	16.0 	8.0 	15.4 	 - 26	444 	 +149	6846.48
111/11/06	540 南投市  	FD1 花胡瓜  	67.0 	61.0 	40.0 	60.7 	 +  0	290 	 +115	17614.6
111/11/06	540 南投市  	FF1 絲瓜  	35.0 	31.0 	25.0 	30.6 	  -  	202 	  -  	6173.12
111/11/06	540 南投市  	FG1 苦瓜 白大米 	70.0 	58.0 	30.0 	57.9 	 + 46	144 	 + 17	8334.72
111/11/06	540 南投市  	FI2 茄子 麻荸茄 	45.0 	32.0 	20.0 	31.4 	 - 17	629 	 + 96	19763.18
111/11/06	540 南投市  	FJ3 番茄 牛番茄 	50.0 	41.0 	27.0 	40.3 	 - 24	259 	 - 41	10427.34
111/11/06	540 南投市  	FK5 甜椒 青椒 	35.0 	34.0 	25.0 	33.5 	 + 30	72 	 - 47	2409.12
111/11/06	540 南投市  	FN2 敏豆 青豆 	125.0 	80.0 	30.0 	79.5 	 -  9	209 	 + 42	16615.5
111/11/06	540 南投市  	LA1 甘藍 初秋 	30.0 	23.0 	10.0 	22.7 	 + 26	"1,092 "	 + 63	24821.16
111/11/06	540 南投市  	OX1 其他  	100.0 	30.0 	6.0 	28.6 	 - 15	"2,444 "	 + 20	69898.4
111/11/06	540 南投市  	SA3 蘿蔔 矸仔 	16.0 	15.5 	9.0 	15.2 	 -  5	960 	 +405	14592
111/11/06	540 南投市  	SE1 青蔥 日蔥 	90.0 	74.0 	50.0 	73.2 	 -  2	90 	 -  3	6588
111/11/06	540 南投市  	SQ3 茭白筍 去殼 	260.0 	142.0 	35.0 	140.8 	 - 11	118 	 + 34	16608.5
111/11/08	540 南投市  	FC1 胡瓜 黑刺 	25.0 	16.0 	10.0 	15.3 	 -  1	312 	 - 30	4782.96
111/11/08	540 南投市  	FD1 花胡瓜  	65.0 	51.0 	40.0 	50.4 	 - 17	444 	 + 53	22386.48
111/11/08	540 南投市  	FG1 苦瓜 白大米 	65.0 	47.0 	38.0 	46.4 	 - 20	266 	 + 85	12331.76
111/11/08	540 南投市  	FH2 扁蒲 圓形 	25.0 	23.0 	20.0 	22.1 	  -  	182 	  -  	4029.48
111/11/08	540 南投市  	FI2 茄子 麻荸茄 	30.0 	26.0 	18.0 	25.3 	 - 20	302 	 - 52	7634.56
111/11/08	540 南投市  	FJ3 番茄 牛番茄 	70.0 	36.0 	17.0 	35.8 	 - 11	566 	 +119	20257.14
111/11/08	540 南投市  	FK5 甜椒 青椒 	45.0 	43.0 	38.0 	42.1 	 + 26	109 	 + 51	4589.99
111/11/08	540 南投市  	FN2 敏豆 青豆 	100.0 	73.0 	40.0 	72.7 	 -  9	232 	 + 11	16857.12
111/11/08	540 南投市  	LA1 甘藍 初秋 	28.0 	21.0 	13.0 	20.4 	 - 10	"1,870 "	 + 71	38054.5
111/11/08	540 南投市  	OX1 其他  	150.0 	34.0 	6.5 	32.5 	 + 14	"2,639 "	 +  8	85714.72
111/11/08	540 南投市  	SA3 蘿蔔 矸仔 	16.0 	15.5 	10.0 	15.1 	 -  1	610 	 - 36	9217.1
111/11/08	540 南投市  	SE1 青蔥 日蔥 	83.0 	65.0 	40.0 	64.8 	 - 12	102 	 + 13	6605.52
111/11/08	540 南投市  	SQ3 茭白筍 去殼 	260.0 	146.0 	52.0 	144.2 	 +  2	95 	 - 19	13694.25
111/11/09	540 南投市  	FD1 花胡瓜  	50.0 	39.0 	25.0 	38.3 	 - 24	417 	 -  6	15954.42
111/11/09	540 南投市  	FG1 苦瓜 白大米 	50.0 	43.0 	35.0 	42.2 	 -  9	115 	 - 57	4851.85
111/11/09	540 南投市  	FI2 茄子 麻荸茄 	35.0 	30.0 	20.0 	29.6 	 + 17	261 	 - 14	7715.16
111/11/09	540 南投市  	FJ3 番茄 牛番茄 	49.0 	30.0 	24.0 	29.2 	 - 18	206 	 - 64	6023.44
111/11/09	540 南投市  	FK5 甜椒 青椒 	30.0 	19.0 	10.0 	18.2 	 - 57	203 	 + 86	3692.57
111/11/09	540 南投市  	FN2 敏豆 青豆 	80.0 	66.0 	30.0 	65.3 	 - 10	142 	 - 39	9268.34
111/11/09	540 南投市  	LA1 甘藍 初秋 	27.0 	18.0 	10.0 	17.8 	 - 13	"1,316 "	 - 30	23372.16
111/11/09	540 南投市  	OX1 其他  	120.0 	35.0 	5.0 	33.3 	 +  2	"2,244 "	 - 15	74635.44
111/11/09	540 南投市  	SA3 蘿蔔 矸仔 	16.0 	15.0 	10.0 	13.9 	 -  8	610 	    0	8497.3
111/11/09	540 南投市  	SE1 青蔥 日蔥 	82.0 	64.0 	30.0 	63.3 	 -  2	124 	 + 22	7852.92
111/11/09	540 南投市  	SQ3 茭白筍 去殼 	260.0 	137.0 	40.0 	135.6 	 -  6	93 	 -  2	12611.73
111/11/10	540 南投市  	FC1 胡瓜 黑刺 	20.0 	19.5 	16.0 	19.1 	  -  	145 	  -  	2763.7
111/11/10	540 南投市  	FD1 花胡瓜  	60.0 	42.0 	30.0 	41.9 	 +  9	261 	 - 37	10925.46
111/11/10	540 南投市  	FG1 苦瓜 白大米 	65.0 	43.0 	25.0 	42.4 	 +  1	264 	 +130	11198.88
111/11/10	540 南投市  	FI2 茄子 麻荸茄 	42.0 	27.0 	15.0 	26.6 	 - 10	229 	 - 12	6089.11
111/11/10	540 南投市  	FJ1 番茄 黑柿 	55.0 	27.0 	12.0 	25.9 	  -  	557 	  -  	14443.01
111/11/10	540 南投市  	FM2 菜豆 青色 	70.0 	62.0 	51.0 	60.7 	  -  	84 	  -  	5097.96
111/11/10	540 南投市  	FN2 敏豆 青豆 	80.0 	70.0 	30.0 	69.4 	 +  6	138 	 -  3	9574.44
111/11/10	540 南投市  	LA1 甘藍 初秋 	24.0 	20.0 	13.0 	19.3 	 +  9	"1,154 "	 - 12	22306.82
111/11/10	540 南投市  	OX1 其他  	150.0 	32.0 	5.0 	30.6 	 -  8	"2,833 "	 + 26	86746.46
111/11/10	540 南投市  	SA3 蘿蔔 矸仔 	16.0 	15.0 	11.0 	14.3 	 +  2	490 	 - 20	6992.3
111/11/10	540 南投市  	SE1 青蔥 日蔥 	85.0 	67.0 	35.0 	66.0 	 +  4	138 	 + 11	9105.24
111/11/10	540 南投市  	SQ3 茭白筍 去殼 	260.0 	137.0 	60.0 	135.3 	 -  0	72 	 - 23	9740.16
111/11/11	540 南投市  	FC1 胡瓜 黑刺 	20.0 	13.0 	10.0 	12.4 	 - 35	318 	 +119	3940.02
111/11/11	540 南投市  	FD1 花胡瓜  	60.0 	44.0 	27.0 	43.0 	 +  3	368 	 + 41	15805.6
111/11/11	540 南投市  	FE1 冬瓜 白皮 	9.5 	9.0 	7.0 	8.8 	  -  	143 	  -  	1261.26
111/11/11	540 南投市  	FI2 茄子 麻荸茄 	30.0 	28.0 	20.0 	27.5 	 +  3	202 	 - 12	5552.98
111/11/11	540 南投市  	FJ3 番茄 牛番茄 	40.0 	26.0 	20.0 	25.1 	  -  	379 	  -  	9509.11
111/11/11	540 南投市  	FK5 甜椒 青椒 	45.0 	27.0 	18.0 	26.8 	  -  	235 	  -  	6305.05
111/11/11	540 南投市  	FN2 敏豆 青豆 	80.0 	62.0 	31.0 	61.6 	 - 11	136 	 -  1	8381.68
111/11/11	540 南投市  	LA1 甘藍 初秋 	27.0 	24.0 	18.0 	23.4 	 + 21	613 	 - 47	14356.46
111/11/11	540 南投市  	OX1 其他  	110.0 	31.0 	5.0 	29.6 	 -  3	"1,920 "	 - 32	56832
111/11/11	540 南投市  	SE1 青蔥 日蔥 	82.0 	58.0 	30.0 	57.6 	 - 13	120 	 - 13	6915.6
111/11/11	540 南投市  	SQ3 茭白筍 去殼 	260.0 	166.0 	42.0 	164.7 	 + 22	65 	 - 10	10706.15
111/11/12	540 南投市  	FC1 胡瓜 黑刺 	30.0 	15.0 	7.0 	14.9 	 + 20	122 	 - 62	1812.92
111/11/12	540 南投市  	FD1 花胡瓜  	65.0 	46.0 	30.0 	45.8 	 +  7	310 	 - 16	14204.2
111/11/12	540 南投市  	FG1 苦瓜 白大米 	65.0 	25.0 	8.0 	24.1 	  -  	260 	  -  	6266
111/11/12	540 南投市  	FI2 茄子 麻荸茄 	32.0 	25.0 	17.0 	24.4 	 - 11	255 	 + 26	6209.25
111/11/12	540 南投市  	FJ1 番茄 黑柿 	50.0 	29.0 	15.0 	28.3 	  -  	410 	  -  	11582.5
111/11/12	540 南投市  	FK5 甜椒 青椒 	30.0 	23.0 	20.0 	22.5 	 - 16	174 	 - 26	3915
111/11/12	540 南投市  	FM2 菜豆 青色 	60.0 	56.0 	10.0 	55.9 	  -  	92 	  -  	5141.88
111/11/12	540 南投市  	FN2 敏豆 青豆 	85.0 	66.0 	24.0 	64.9 	 +  5	156 	 + 15	10124.4
111/11/12	540 南投市  	LA1 甘藍 初秋 	26.0 	22.0 	10.0 	21.2 	 - 10	"1,001 "	 + 63	21211.19
111/11/12	540 南投市  	OX1 其他  	100.0 	32.0 	4.0 	29.5 	 -  0	"3,016 "	 + 57	89062.48
111/11/12	540 南投市  	SA3 蘿蔔 矸仔 	16.0 	14.0 	9.0 	13.7 	  -  	600 	  -  	8202
111/11/12	540 南投市  	SE1 青蔥 日蔥 	60.0 	50.0 	25.0 	49.2 	 - 15	93 	 - 23	4574.67
111/11/12	540 南投市  	SG1 大蒜 硬梗 	100.0 	77.0 	40.0 	76.3 	  -  	94 	  -  	7175.02
111/11/12	540 南投市  	SQ3 茭白筍 去殼 	240.0 	172.0 	85.0 	170.0 	 +  3	100 	 + 54	16998
111/11/13	540 南投市  	FC1 胡瓜 黑刺 	18.0 	17.0 	12.0 	15.9 	 +  7	310 	 +154	4929
111/11/13	540 南投市  	FD1 花胡瓜  	60.0 	40.0 	20.0 	39.0 	 - 15	485 	 + 56	18910.15
111/11/13	540 南投市  	FG1 苦瓜 白大米 	60.0 	39.0 	3.0 	38.5 	 + 60	262 	 +  1	10076.52
111/11/13	540 南投市  	FH2 扁蒲 圓形 	27.0 	23.0 	12.0 	22.9 	  -  	235 	  -  	5386.2
111/11/13	540 南投市  	FI2 茄子 麻荸茄 	29.0 	23.0 	12.0 	22.7 	 -  7	295 	 + 16	6693.55
111/11/13	540 南投市  	FJ1 番茄 黑柿 	45.0 	18.0 	6.0 	17.1 	 - 39	783 	 + 91	13404.96
111/11/13	540 南投市  	FK5 甜椒 青椒 	30.0 	14.0 	3.0 	13.1 	 - 42	385 	 +121	5055.05
111/11/13	540 南投市  	FM2 菜豆 青色 	60.0 	55.0 	35.0 	54.5 	 -  3	62 	 - 33	3377.76
111/11/13	540 南投市  	FN2 敏豆 青豆 	100.0 	77.0 	40.0 	76.1 	 + 17	77 	 - 51	5862.78
111/11/13	540 南投市  	LA1 甘藍 初秋 	22.0 	18.0 	14.0 	17.0 	 - 20	"1,013 "	 +  1	17200.74
111/11/13	540 南投市  	OX1 其他  	115.0 	28.0 	2.0 	26.4 	 - 10	"2,865 "	 -  5	75750.6
111/11/13	540 南投市  	SA3 蘿蔔 矸仔 	16.0 	16.0 	16.0 	16.0 	 + 17	610 	 +  2	9760
111/11/13	540 南投市  	SE1 青蔥 日蔥 	65.0 	50.0 	20.0 	49.5 	 +  1	105 	 + 13	5196.45
111/11/13	540 南投市  	SG1 大蒜 硬梗 	110.0 	80.0 	50.0 	79.3 	 +  4	98 	 +  4	7767.48
111/11/13	540 南投市  	SQ3 茭白筍 去殼 	260.0 	182.0 	30.0 	180.9 	 +  6	100 	    0	18086
111/11/15	540 南投市  	FB2 花椰菜 白梗 	80.0 	46.0 	26.0 	45.4 	  -  	247 	  -  	11211.33
111/11/15	540 南投市  	FC1 胡瓜 黑刺 	23.0 	16.0 	8.0 	15.5 	 -  3	522 	 + 68	8070.12
111/11/15	540 南投市  	FD1 花胡瓜  	65.0 	35.0 	19.0 	34.5 	 - 12	549 	 + 13	18940.5
111/11/15	540 南投市  	FF1 絲瓜  	30.0 	25.0 	19.0 	24.4 	  -  	128 	  -  	3124.48
111/11/15	540 南投市  	FG1 苦瓜 白大米 	50.0 	21.0 	2.0 	20.2 	 - 48	358 	 + 37	7224.44
111/11/15	540 南投市  	FH2 扁蒲 圓形 	22.0 	18.0 	10.0 	17.4 	 - 24	281 	 + 20	4875.35
111/11/15	540 南投市  	FI2 茄子 麻荸茄 	31.0 	26.0 	16.0 	25.3 	 + 11	117 	 - 60	2955.42
111/11/15	540 南投市  	FJ1 番茄 黑柿 	40.0 	17.0 	10.0 	16.0 	 -  6	417 	 - 47	6680.34
111/11/15	540 南投市  	FK5 甜椒 青椒 	40.0 	25.0 	6.0 	24.4 	 + 85	209 	 - 46	5089.15
111/11/15	540 南投市  	FN2 敏豆 青豆 	85.0 	78.0 	41.0 	77.8 	 +  2	99 	 + 29	7703.19
111/11/15	540 南投市  	LA1 甘藍 初秋 	15.0 	14.0 	10.0 	13.8 	 - 19	"1,332 "	 + 31	18394.92
111/11/15	540 南投市  	LH2 菠菜 角葉 	60.0 	50.0 	30.0 	48.8 	  -  	198 	  -  	9668.34
111/11/15	540 南投市  	OX1 其他  	120.0 	27.0 	6.0 	25.4 	 -  4	"2,983 "	 +  4	75857.69
111/11/15	540 南投市  	SA3 蘿蔔 矸仔 	16.0 	15.0 	10.0 	14.9 	 -  7	700 	 + 15	10423
111/11/15	540 南投市  	SE1 青蔥 日蔥 	66.0 	60.0 	25.0 	59.7 	 + 21	96 	 -  9	5730.24
111/11/15	540 南投市  	SQ3 茭白筍 去殼 	260.0 	152.0 	43.0 	150.0 	 - 17	96 	 -  4	14402.88
111/11/16	540 南投市  	FB2 花椰菜 白梗 	30.0 	26.0 	12.0 	25.8 	 - 43	260 	 +  5	6695
111/11/16	540 南投市  	FC1 胡瓜 黑刺 	9.0 	7.0 	2.0 	6.6 	 - 58	393 	 - 25	2578.08
111/11/16	540 南投市  	FD1 花胡瓜  	50.0 	31.0 	17.0 	30.8 	 - 11	351 	 - 36	10796.76
111/11/16	540 南投市  	FI2 茄子 麻荸茄 	27.0 	24.0 	10.0 	23.7 	 -  6	234 	 +100	5545.8
111/11/16	540 南投市  	FJ3 番茄 牛番茄 	55.0 	17.0 	9.5 	16.1 	  -  	255 	  -  	4105.5
