日　　期	市　　場	產　　品	上價	中價	下價	平均價(元/公斤)	增減%	交易量(公斤)	增減%	
111/11/16	540 南投市  	FN2 敏豆 青豆 	85.0 	81.0 	60.0 	80.2 	 +  3	58 	 - 41	4649.86
111/11/16	540 南投市  	LA1 甘藍 初秋 	20.0 	15.0 	10.0 	14.9 	 +  8	"1,110 "	 - 17	16583.4
111/11/16	540 南投市  	LH2 菠菜 角葉 	60.0 	41.0 	30.0 	40.7 	 - 17	172 	 - 13	7002.12
111/11/16	540 南投市  	OX1 其他  	60.0 	25.0 	6.0 	23.0 	 - 10	"2,667 "	 - 11	61341
111/11/16	540 南投市  	SA3 蘿蔔 矸仔 	16.0 	15.0 	8.0 	14.8 	 -  1	480 	 - 31	7080
111/11/16	540 南投市  	SE1 青蔥 日蔥 	70.0 	61.0 	27.0 	60.5 	 +  1	105 	 +  9	6351.45
111/11/16	540 南投市  	SQ3 茭白筍 去殼 	260.0 	133.0 	65.0 	131.9 	 - 12	91 	 -  5	12003.81
111/11/17	540 南投市  	FB2 花椰菜 白梗 	38.0 	29.0 	17.0 	28.4 	 + 10	139 	 - 47	3948.99
111/11/17	540 南投市  	FC1 胡瓜 黑刺 	14.0 	9.0 	3.0 	8.9 	 + 36	352 	 - 10	3136.32
111/11/17	540 南投市  	FD1 花胡瓜  	43.0 	28.0 	15.0 	27.0 	 - 12	295 	 - 16	7956.15
111/11/17	540 南投市  	FI2 茄子 麻荸茄 	30.0 	26.0 	15.0 	25.0 	 +  6	238 	 +  2	5959.52
111/11/17	540 南投市  	FJ3 番茄 牛番茄 	45.0 	14.0 	6.0 	13.7 	 - 15	207 	 - 19	2842.11
111/11/17	540 南投市  	FN2 敏豆 青豆 	86.0 	37.0 	15.0 	36.9 	 - 54	147 	 +153	5421.36
111/11/17	540 南投市  	LA1 甘藍 初秋 	20.0 	13.0 	7.0 	12.9 	 - 14	"1,085 "	 -  2	13953.1
111/11/17	540 南投市  	OX1 其他  	85.0 	26.0 	3.0 	24.3 	 +  6	"2,878 "	 +  8	70021.74
111/11/17	540 南投市  	SE1 青蔥 日蔥 	62.0 	56.0 	25.0 	55.5 	 -  8	96 	 -  9	5327.04
111/11/17	540 南投市  	SQ3 茭白筍 去殼 	210.0 	117.0 	60.0 	115.8 	 - 12	83 	 -  9	9614.72
111/11/18	540 南投市  	FB2 花椰菜 白梗 	60.0 	37.0 	26.0 	36.8 	 + 30	189 	 + 36	6958.98
111/11/18	540 南投市  	FC1 胡瓜 黑刺 	10.0 	8.0 	4.5 	7.7 	 - 13	283 	 - 20	2181.93
111/11/18	540 南投市  	FD1 花胡瓜  	47.0 	31.0 	13.0 	30.1 	 + 12	255 	 - 14	7685.7
111/11/18	540 南投市  	FJ1 番茄 黑柿 	40.0 	23.0 	13.0 	22.3 	  -  	215 	  -  	4785.9
111/11/18	540 南投市  	FK5 甜椒 青椒 	40.0 	19.0 	10.0 	18.9 	  -  	167 	  -  	3157.97
111/11/18	540 南投市  	FM2 菜豆 青色 	50.0 	46.0 	5.0 	45.7 	  -  	53 	  -  	2423.69
111/11/18	540 南投市  	FN2 敏豆 青豆 	80.0 	61.0 	10.0 	60.3 	 + 64	123 	 - 16	7421.82
111/11/18	540 南投市  	LA1 甘藍 初秋 	14.0 	13.0 	5.0 	12.0 	 -  7	"1,230 "	 + 13	14735.4
111/11/18	540 南投市  	LH2 菠菜 角葉 	60.0 	44.0 	30.0 	43.8 	  -  	150 	  -  	6567
111/11/18	540 南投市  	OX1 其他  	80.0 	25.0 	4.0 	23.5 	 -  4	"2,967 "	 +  3	69635.49
111/11/18	540 南投市  	SE1 青蔥 日蔥 	60.0 	55.0 	30.0 	54.2 	 -  2	93 	 -  3	5039.67
111/11/18	540 南投市  	SG1 大蒜 硬梗 	120.0 	65.0 	40.0 	64.6 	  -  	113 	  -  	7299.8
111/11/18	540 南投市  	SQ3 茭白筍 去殼 	260.0 	170.0 	70.0 	168.1 	 + 45	64 	 - 23	10760.32
111/11/19	540 南投市  	FB2 花椰菜 白梗 	60.0 	24.0 	15.0 	23.1 	 - 37	270 	 + 43	6223.5
111/11/19	540 南投市  	FC1 胡瓜 黑刺 	13.0 	12.0 	5.0 	11.3 	 + 46	257 	 -  9	2896.39
111/11/19	540 南投市  	FD1 花胡瓜  	50.0 	31.0 	15.0 	30.8 	 +  2	193 	 - 24	5944.4
111/11/19	540 南投市  	FH2 扁蒲 圓形 	18.0 	11.0 	5.0 	10.3 	  -  	168 	  -  	1727.04
111/11/19	540 南投市  	FI2 茄子 麻荸茄 	32.0 	27.0 	17.0 	26.7 	  -  	294 	  -  	7855.68
111/11/19	540 南投市  	FJ1 番茄 黑柿 	50.0 	24.0 	8.0 	23.7 	 +  6	199 	 -  7	4712.32
111/11/19	540 南投市  	FK4 甜椒 彩色種 	43.0 	22.0 	6.0 	21.5 	  -  	179 	  -  	3839.55
111/11/19	540 南投市  	FM2 菜豆 青色 	56.0 	50.0 	27.0 	49.2 	 +  8	53 	    0	2609.19
111/11/19	540 南投市  	FN2 敏豆 青豆 	90.0 	56.0 	18.0 	55.6 	 -  8	219 	 + 78	12180.78
111/11/19	540 南投市  	LA1 甘藍 初秋 	20.0 	16.0 	10.0 	15.8 	 + 31	899 	 - 27	14159.25
111/11/19	540 南投市  	OX1 其他  	110.0 	28.0 	8.0 	26.1 	 + 11	"2,634 "	 - 11	68773.74
111/11/19	540 南投市  	SA3 蘿蔔 矸仔 	16.0 	16.0 	16.0 	16.0 	  -  	650 	  -  	10400
111/11/19	540 南投市  	SG1 大蒜 硬梗 	120.0 	69.0 	43.0 	67.4 	 +  4	116 	 +  3	7817.24
111/11/19	540 南投市  	SQ3 茭白筍 去殼 	260.0 	155.0 	47.0 	153.3 	 -  9	94 	 + 47	14407.38
111/11/20	540 南投市  	FB2 花椰菜 白梗 	22.0 	20.0 	16.0 	20.0 	 - 13	169 	 - 37	3376.62
111/11/20	540 南投市  	FC1 胡瓜 黑刺 	12.0 	8.0 	3.0 	7.7 	 - 31	225 	 - 12	1739.25
111/11/20	540 南投市  	FD1 花胡瓜  	50.0 	34.0 	11.0 	33.3 	 +  8	320 	 + 66	10656
111/11/20	540 南投市  	FG1 苦瓜 白大米 	55.0 	22.0 	6.0 	21.6 	  -  	303 	  -  	6538.74
111/11/20	540 南投市  	FI2 茄子 麻荸茄 	27.0 	21.0 	15.0 	20.8 	 - 22	319 	 +  9	6647.96
111/11/20	540 南投市  	FJ1 番茄 黑柿 	45.0 	29.0 	10.0 	28.4 	 + 20	290 	 + 46	8230.2
111/11/20	540 南投市  	FK4 甜椒 彩色種 	40.0 	32.0 	5.0 	31.7 	 + 48	135 	 - 25	4284.9
111/11/20	540 南投市  	FN2 敏豆 青豆 	86.0 	49.0 	10.0 	48.6 	 - 13	247 	 + 13	12004.2
111/11/20	540 南投市  	LA1 甘藍 初秋 	20.0 	13.0 	7.5 	12.9 	 - 18	"1,356 "	 + 51	17438.16
111/11/20	540 南投市  	OX1 其他  	80.0 	20.0 	3.0 	18.8 	 - 28	"2,714 "	 +  3	50887.5
111/11/20	540 南投市  	SA3 蘿蔔 矸仔 	16.0 	15.5 	9.0 	15.5 	 -  3	670 	 +  3	10371.6
111/11/20	540 南投市  	SE1 青蔥 日蔥 	30.0 	29.0 	22.0 	28.1 	  -  	99 	  -  	2781.9
111/11/20	540 南投市  	SG1 大蒜 硬梗 	110.0 	62.0 	40.0 	60.3 	 - 11	117 	 +  1	7053.93
111/11/20	540 南投市  	SQ3 茭白筍 去殼 	260.0 	143.0 	35.0 	141.4 	 -  8	128 	 + 36	18092.8
111/11/22	540 南投市  	FB2 花椰菜 白梗 	25.0 	22.0 	18.0 	21.3 	 +  7	136 	 - 20	2896.8
111/11/22	540 南投市  	FD1 花胡瓜  	50.0 	32.0 	18.0 	31.1 	 -  7	340 	 +  6	10557
111/11/22	540 南投市  	FH2 扁蒲 圓形 	16.0 	4.0 	11.0 	13.7 	  -  	253 	  -  	3458.51
111/11/22	540 南投市  	FI2 茄子 麻荸茄 	30.0 	24.0 	16.0 	23.7 	 + 14	332 	 +  4	7868.4
111/11/22	540 南投市  	FJ3 番茄 牛番茄 	40.0 	28.0 	17.0 	28.0 	  -  	386 	  -  	10804.14
111/11/22	540 南投市  	FK5 甜椒 青椒 	45.0 	18.0 	10.0 	17.6 	  -  	391 	  -  	6862.05
111/11/22	540 南投市  	FN2 敏豆 青豆 	86.0 	74.0 	25.0 	72.9 	 + 50	155 	 - 37	11305.7
111/11/22	540 南投市  	LA1 甘藍 初秋 	16.0 	12.0 	8.0 	11.9 	 -  8	"1,614 "	 + 19	19190.46
111/11/22	540 南投市  	LC1 包心白 包白 	23.0 	18.0 	16.0 	17.8 	  -  	349 	  -  	6201.73
111/11/22	540 南投市  	OX1 其他  	80.0 	28.0 	6.5 	26.4 	 + 41	"2,433 "	 - 10	64109.55
111/11/22	540 南投市  	SA3 蘿蔔 矸仔 	16.0 	15.5 	10.0 	15.0 	 -  3	680 	 +  1	10220.4
111/11/22	540 南投市  	SG1 大蒜 硬梗 	72.0 	51.0 	35.0 	50.4 	 - 16	181 	 + 55	9129.64
111/11/22	540 南投市  	SQ3 茭白筍 去殼 	260.0 	169.0 	75.0 	167.7 	 + 19	48 	 - 63	8050.08
111/11/23	540 南投市  	FD1 花胡瓜  	50.0 	38.0 	12.0 	37.4 	 + 20	115 	 - 66	4299.85
111/11/23	540 南投市  	FH2 扁蒲 圓形 	17.0 	13.0 	9.0 	12.8 	 -  6	170 	 - 33	2182.8
111/11/23	540 南投市  	FI2 茄子 麻荸茄 	27.0 	23.0 	15.0 	22.0 	 -  7	201 	 - 39	4426.02
111/11/23	540 南投市  	FJ3 番茄 牛番茄 	50.0 	24.0 	15.0 	23.5 	 - 16	382 	 -  1	8984.64
111/11/23	540 南投市  	FK5 甜椒 青椒 	35.0 	18.0 	8.0 	17.4 	 -  1	212 	 - 46	3693.04
111/11/23	540 南投市  	FN2 敏豆 青豆 	85.0 	43.0 	15.0 	42.4 	 - 42	131 	 - 15	5558.33
111/11/23	540 南投市  	LA1 甘藍 初秋 	14.0 	10.0 	4.0 	9.0 	 - 24	"1,384 "	 - 14	12511.36
111/11/23	540 南投市  	LC1 包心白 包白 	20.0 	14.0 	7.0 	13.0 	 - 27	548 	 + 57	7096.6
111/11/23	540 南投市  	OX1 其他  	100.0 	30.0 	4.0 	28.9 	 + 10	"2,621 "	 +  8	75668.27
111/11/23	540 南投市  	SA3 蘿蔔 矸仔 	16.0 	16.0 	16.0 	16.0 	 +  6	410 	 - 40	6560
111/11/23	540 南投市  	SQ3 茭白筍 去殼 	260.0 	174.0 	75.0 	172.9 	 +  3	67 	 + 40	11584.97
111/11/24	540 南投市  	FB2 花椰菜 白梗 	60.0 	30.0 	23.0 	29.4 	  -  	179 	  -  	5259.02
111/11/24	540 南投市  	FD1 花胡瓜  	50.0 	35.0 	23.0 	34.3 	 -  8	118 	 +  3	4049.76
111/11/24	540 南投市  	FI2 茄子 麻荸茄 	26.0 	24.0 	18.0 	23.3 	 +  6	237 	 + 18	5529.21
111/11/24	540 南投市  	FJ3 番茄 牛番茄 	22.0 	18.0 	13.0 	17.5 	 - 26	154 	 - 60	2695
111/11/24	540 南投市  	FK5 甜椒 青椒 	40.0 	26.0 	20.0 	24.9 	 + 43	119 	 - 44	2967.86
111/11/24	540 南投市  	FN2 敏豆 青豆 	80.0 	42.0 	15.0 	41.0 	 -  3	138 	 +  5	5655.24
111/11/24	540 南投市  	LA1 甘藍 初秋 	13.0 	7.0 	3.0 	7.0 	 - 23	"2,107 "	 + 52	14685.79
111/11/24	540 南投市  	OX1 其他  	70.0 	27.0 	2.0 	25.3 	 - 12	"2,438 "	 -  7	61705.78
111/11/24	540 南投市  	SA3 蘿蔔 矸仔 	16.0 	15.8 	9.0 	15.7 	 -  2	410 	    0	6420.6
111/11/24	540 南投市  	SE1 青蔥 日蔥 	45.0 	43.0 	32.0 	42.6 	  -  	73 	  -  	3111.26
111/11/24	540 南投市  	SQ3 茭白筍 去殼 	260.0 	180.0 	80.0 	178.8 	 +  3	46 	 - 31	8224.8
111/11/25	540 南投市  	FB2 花椰菜 白梗 	60.0 	28.0 	23.0 	27.8 	 -  5	240 	 + 34	6667.2
111/11/25	540 南投市  	FC1 胡瓜 黑刺 	23.0 	14.0 	4.0 	13.5 	  -  	201 	  -  	2709.48
111/11/25	540 南投市  	FD1 花胡瓜  	50.0 	33.0 	10.0 	32.7 	 -  5	249 	 +111	8149.77
111/11/25	540 南投市  	FH2 扁蒲 圓形 	18.0 	17.0 	13.0 	16.1 	  -  	195 	  -  	3135.6
111/11/25	540 南投市  	FI2 茄子 麻荸茄 	23.0 	18.0 	15.0 	17.9 	 - 23	178 	 - 25	3184.42
111/11/25	540 南投市  	FJ3 番茄 牛番茄 	45.0 	24.0 	10.0 	23.6 	 + 35	271 	 + 76	6403.73
111/11/25	540 南投市  	FK5 甜椒 青椒 	40.0 	24.0 	14.0 	23.4 	 -  6	298 	 +150	6967.24
111/11/25	540 南投市  	FN2 敏豆 青豆 	80.0 	57.0 	20.0 	56.6 	 + 38	100 	 - 28	5659
111/11/25	540 南投市  	LA1 甘藍 初秋 	13.0 	9.0 	5.0 	8.9 	 + 28	"1,866 "	 - 11	16663.38
111/11/25	540 南投市  	OX1 其他  	70.0 	26.0 	2.0 	24.5 	 -  3	"2,549 "	 +  5	62526.97
111/11/25	540 南投市  	SA3 蘿蔔 矸仔 	16.0 	15.6 	9.0 	15.4 	 -  2	580 	 + 41	8932
111/11/25	540 南投市  	SG1 大蒜 硬梗 	100.0 	83.0 	40.0 	81.7 	  -  	118 	  -  	9639.42
111/11/25	540 南投市  	SQ3 茭白筍 去殼 	240.0 	74.0 	70.0 	168.0 	 -  6	38 	 - 17	6385.14
111/11/26	540 南投市  	FB2 花椰菜 白梗 	60.0 	26.0 	17.0 	26.0 	 -  6	259 	 +  8	6728.82
111/11/26	540 南投市  	FD1 花胡瓜  	50.0 	38.0 	14.0 	37.9 	 + 16	293 	 + 18	11098.84
111/11/26	540 南投市  	FI2 茄子 麻荸茄 	29.0 	22.0 	9.0 	21.2 	 + 18	522 	 +193	11040.3
111/11/26	540 南投市  	FJ3 番茄 牛番茄 	38.0 	24.0 	10.0 	23.9 	 +  1	280 	 +  3	6689.2
111/11/26	540 南投市  	FK5 甜椒 青椒 	25.0 	17.0 	15.0 	16.7 	 - 29	98 	 - 67	1637.58
111/11/26	540 南投市  	FN2 敏豆 青豆 	85.0 	39.0 	8.0 	38.3 	 - 32	183 	 + 83	7005.24
111/11/26	540 南投市  	LA1 甘藍 初秋 	13.0 	11.0 	6.0 	10.0 	 + 12	"1,429 "	 - 23	14332.87
111/11/26	540 南投市  	OX1 其他  	110.0 	31.0 	9.0 	29.5 	 + 20	"2,197 "	 - 14	64899.38
111/11/26	540 南投市  	SA3 蘿蔔 矸仔 	16.0 	15.0 	9.0 	14.9 	 -  3	650 	 + 12	9698
111/11/26	540 南投市  	SE1 青蔥 日蔥 	32.0 	23.0 	15.0 	22.0 	  -  	81 	  -  	1782
111/11/26	540 南投市  	SQ3 茭白筍 去殼 	260.0 	183.0 	56.0 	182.1 	 +  8	102 	 +168	18576.24
111/11/27	540 南投市  	FC1 胡瓜 黑刺 	20.0 	1.0 	3.0 	9.9 	  -  	135 	  -  	1331.1
111/11/27	540 南投市  	FD1 花胡瓜  	50.0 	39.0 	15.0 	38.6 	 +  2	180 	 - 39	6949.8
111/11/27	540 南投市  	FG1 苦瓜 白大米 	53.0 	52.0 	50.0 	51.3 	  -  	139 	  -  	7129.31
111/11/27	540 南投市  	FI2 茄子 麻荸茄 	26.0 	22.0 	8.0 	21.5 	 +  2	350 	 - 33	7514.5
111/11/27	540 南投市  	FJ3 番茄 牛番茄 	45.0 	23.0 	3.0 	22.5 	 -  6	276 	 -  1	6204.48
111/11/27	540 南投市  	FK5 甜椒 青椒 	22.0 	17.0 	8.5 	16.4 	 -  2	190 	 + 94	3112.2
111/11/27	540 南投市  	FN2 敏豆 青豆 	83.0 	35.0 	11.0 	34.6 	 - 10	215 	 + 17	7447.6
111/11/27	540 南投市  	LA1 甘藍 初秋 	15.0 	13.0 	11.0 	12.2 	 + 21	828 	 - 42	10076.76
111/11/27	540 南投市  	LC1 包心白 包白 	18.0 	16.0 	8.0 	15.0 	  -  	368 	  -  	5520
111/11/27	540 南投市  	OX1 其他  	140.0 	31.0 	4.0 	29.3 	 -  1	"2,085 "	 -  5	60986.25
111/11/27	540 南投市  	SA3 蘿蔔 矸仔 	16.0 	15.8 	9.0 	15.7 	 +  5	"1,080 "	 + 66	16934.4
111/11/29	540 南投市  	FC1 胡瓜 黑刺 	15.0 	14.0 	10.0 	13.3 	 + 35	83 	 - 39	1103.9
111/11/29	540 南投市  	FD1 花胡瓜  	50.0 	34.0 	14.0 	33.8 	 - 12	493 	 +174	16673.26
111/11/29	540 南投市  	FG1 苦瓜 白大米 	55.0 	53.0 	49.0 	52.9 	 +  3	197 	 + 42	10415.39
111/11/29	540 南投市  	FI2 茄子 麻荸茄 	30.0 	24.0 	12.0 	23.3 	 +  8	213 	 - 39	4960.77
111/11/29	540 南投市  	FJ3 番茄 牛番茄 	50.0 	32.0 	24.0 	31.1 	 + 38	436 	 + 58	13546.52
111/11/29	540 南投市  	FK5 甜椒 青椒 	21.0 	13.0 	7.0 	12.1 	 - 26	199 	 +  5	2405.91
111/11/29	540 南投市  	FN2 敏豆 青豆 	85.0 	40.0 	15.0 	39.7 	 + 15	345 	 + 60	13689.6
111/11/29	540 南投市  	LA1 甘藍 初秋 	15.0 	11.0 	6.0 	10.7 	 - 12	"1,488 "	 + 80	15951.36
111/11/29	540 南投市  	LC1 包心白 包白 	17.0 	16.0 	14.0 	15.8 	 +  6	391 	 +  6	6193.44
111/11/29	540 南投市  	LH2 菠菜 角葉 	60.0 	56.0 	25.0 	55.3 	  -  	146 	  -  	8069.42
111/11/29	540 南投市  	OX1 其他  	115.0 	27.0 	3.0 	25.7 	 - 12	"3,782 "	 + 81	97046.12
111/11/29	540 南投市  	SA3 蘿蔔 矸仔 	16.0 	15.8 	11.0 	15.7 	 -  0	710 	 - 34	11111.5
111/11/29	540 南投市  	SQ3 茭白筍 去殼 	260.0 	165.0 	80.0 	163.7 	  -  	74 	  -  	12112.32
111/11/30	540 南投市  	FB2 花椰菜 白梗 	28.0 	27.0 	25.0 	26.2 	  -  	197 	  -  	5157.46
111/11/30	540 南投市  	FD1 花胡瓜  	40.0 	36.0 	25.0 	35.5 	 +  5	305 	 - 38	10830.55
111/11/30	540 南投市  	FG1 苦瓜 白大米 	55.0 	44.0 	10.0 	43.0 	 - 19	275 	 + 40	11816.75
111/11/30	540 南投市  	FJ3 番茄 牛番茄 	40.0 	25.0 	12.0 	24.9 	 - 20	460 	 +  6	11463.2
111/11/30	540 南投市  	FK5 甜椒 青椒 	40.0 	21.0 	9.0 	20.1 	 + 66	194 	 -  3	3889.7
111/11/30	540 南投市  	FN2 敏豆 青豆 	85.0 	25.0 	5.0 	24.8 	 - 37	246 	 - 29	6105.72
111/11/30	540 南投市  	LA1 甘藍 初秋 	16.0 	11.0 	7.0 	10.9 	 +  1	"1,086 "	 - 27	11793.96
111/11/30	540 南投市  	LH2 菠菜 角葉 	60.0 	48.0 	35.0 	47.4 	 - 14	151 	 +  3	7152.87
111/11/30	540 南投市  	OX1 其他  	110.0 	23.0 	3.0 	21.8 	 - 15	"3,027 "	 - 20	65988.6
111/11/30	540 南投市  	SE1 青蔥 日蔥 	40.0 	32.0 	30.0 	31.7 	  -  	108 	  -  	3420.36
111/11/30	540 南投市  	SG1 大蒜 硬梗 	90.0 	85.0 	80.0 	84.1 	  -  	100 	  -  	8405
111/11/30	540 南投市  	SQ3 茭白筍 去殼 	250.0 	162.0 	80.0 	160.4 	 -  2	64 	 - 14	10268.16
111/12/01	540 南投市  	FD1 花胡瓜  	50.0 	35.0 	22.0 	34.4 	 -  3	293 	 -  4	10090.92
111/12/01	540 南投市  	FI2 茄子 麻荸茄 	32.0 	27.0 	20.0 	26.4 	  -  	343 	  -  	9062.06
111/12/01	540 南投市  	FJ3 番茄 牛番茄 	35.0 	30.0 	6.0 	29.0 	 + 16	346 	 - 25	10034
111/12/01	540 南投市  	FK5 甜椒 青椒 	45.0 	28.0 	8.0 	27.5 	 + 37	162 	 - 16	4458.24
111/12/01	540 南投市  	FN2 敏豆 青豆 	90.0 	34.0 	3.5 	33.0 	 + 33	181 	 - 26	5971.19
111/12/01	540 南投市  	LA1 甘藍 初秋 	17.0 	11.0 	6.0 	10.5 	 -  4	"1,471 "	 + 35	15386.66
111/12/01	540 南投市  	OX1 其他  	130.0 	27.0 	6.0 	25.5 	 + 17	"2,885 "	 -  5	73596.35
111/12/01	540 南投市  	SA3 蘿蔔 矸仔 	16.0 	15.0 	9.0 	14.4 	  -  	430 	  -  	6179.1
111/12/01	540 南投市  	SE1 青蔥 日蔥 	50.0 	37.0 	32.0 	36.5 	 + 15	96 	 - 11	3504
111/12/01	540 南投市  	SQ3 茭白筍 去殼 	250.0 	162.0 	80.0 	159.9 	 -  0	54 	 - 16	8634.06
111/12/02	540 南投市  	FD1 花胡瓜  	50.0 	38.0 	10.0 	37.8 	 + 10	185 	 - 37	7000.4
111/12/02	540 南投市  	FG1 苦瓜 白大米 	52.0 	49.0 	43.0 	48.8 	  -  	131 	  -  	6398.04
111/12/02	540 南投市  	FI2 茄子 麻荸茄 	27.0 	26.0 	25.0 	25.8 	 -  2	176 	 - 49	4546.08
111/12/02	540 南投市  	FJ3 番茄 牛番茄 	41.0 	26.0 	15.0 	25.6 	 - 12	499 	 + 44	12759.43
111/12/02	540 南投市  	FK5 甜椒 青椒 	40.0 	16.0 	5.0 	15.3 	 - 45	257 	 + 59	3921.82
111/12/02	540 南投市  	FN2 敏豆 青豆 	95.0 	48.0 	6.0 	47.8 	 + 45	123 	 - 32	5876.94
111/12/02	540 南投市  	LA1 甘藍 初秋 	15.0 	11.0 	5.0 	10.3 	 -  2	910 	 - 38	9373
111/12/02	540 南投市  	OX1 其他  	110.0 	27.0 	2.0 	25.0 	 -  2	"2,493 "	 - 14	62424.72
111/12/02	540 南投市  	SA3 蘿蔔 矸仔 	16.0 	15.5 	9.0 	15.0 	 +  5	340 	 - 21	5110.2
111/12/02	540 南投市  	SE1 青蔥 日蔥 	36.0 	34.0 	28.0 	33.4 	 -  9	102 	 +  6	3401.7
111/12/02	540 南投市  	SG1 大蒜 硬梗 	90.0 	79.0 	37.0 	77.1 	  -  	198 	  -  	15257.88
111/12/02	540 南投市  	SQ3 茭白筍 去殼 	250.0 	157.0 	85.0 	155.6 	 -  3	70 	 + 30	10889.2
111/12/03	540 南投市  	FD1 花胡瓜  	50.0 	39.0 	28.0 	38.2 	 +  1	166 	 - 10	6344.52
111/12/03	540 南投市  	FI2 茄子 麻荸茄 	28.0 	23.0 	12.0 	22.8 	 - 12	285 	 + 62	6483.75
111/12/03	540 南投市  	FJ1 番茄 黑柿 	46.0 	27.0 	12.0 	26.6 	  -  	618 	  -  	16432.62
111/12/03	540 南投市  	FN2 敏豆 青豆 	100.0 	35.0 	5.0 	34.7 	 - 27	157 	 + 28	5454.18
111/12/03	540 南投市  	LA1 甘藍 初秋 	15.0 	12.0 	7.0 	11.0 	 +  7	800 	 - 12	8832
111/12/03	540 南投市  	OX1 其他  	100.0 	27.0 	7.0 	25.3 	 +  1	"2,950 "	 + 18	74605.5
111/12/03	540 南投市  	SA3 蘿蔔 矸仔 	16.0 	15.0 	9.0 	14.3 	 -  5	550 	 + 62	7837.5
111/12/03	540 南投市  	SE1 青蔥 日蔥 	50.0 	32.0 	25.0 	31.6 	 -  5	114 	 + 12	3606.96
111/12/03	540 南投市  	SQ3 茭白筍 去殼 	250.0 	177.0 	67.0 	175.1 	 + 13	69 	 -  1	12083.28
111/12/04	540 南投市  	FD1 花胡瓜  	50.0 	40.0 	30.0 	39.8 	 +  4	127 	 - 23	5059.68
111/12/04	540 南投市  	FJ3 番茄 牛番茄 	45.0 	30.0 	15.0 	29.3 	  -  	373 	  -  	10936.36
111/12/04	540 南投市  	FN2 敏豆 青豆 	110.0 	91.0 	32.0 	90.7 	 +161	92 	 - 41	8344.4
111/12/04	540 南投市  	LA1 甘藍 初秋 	15.0 	10.0 	5.0 	9.2 	 - 17	"1,043 "	 + 30	9574.74
111/12/04	540 南投市  	OX1 其他  	80.0 	26.0 	4.0 	24.6 	 -  3	"2,497 "	 - 15	61376.26
111/12/04	540 南投市  	SA3 蘿蔔 矸仔 	16.0 	15.5 	10.0 	15.2 	 +  7	700 	 + 27	10661
111/12/04	540 南投市  	SE1 青蔥 日蔥 	51.0 	37.0 	30.0 	36.8 	 + 16	100 	 - 12	3681
111/12/04	540 南投市  	SQ3 茭白筍 去殼 	250.0 	148.0 	82.0 	147.1 	 - 16	84 	 + 22	12356.4
111/12/06	540 南投市  	FD1 花胡瓜  	65.0 	55.0 	40.0 	54.1 	 + 36	214 	 + 69	11585.96
111/12/06	540 南投市  	FG1 苦瓜 白大米 	65.0 	54.0 	30.0 	53.7 	  -  	343 	  -  	18419.1
111/12/06	540 南投市  	FI2 茄子 麻荸茄 	40.0 	27.0 	20.0 	26.0 	  -  	229 	  -  	5963.16
111/12/06	540 南投市  	FJ1 番茄 黑柿 	50.0 	31.0 	12.0 	30.1 	  -  	631 	  -  	18980.48
111/12/06	540 南投市  	FK5 甜椒 青椒 	44.0 	34.0 	25.0 	33.4 	  -  	90 	  -  	3002.4
111/12/06	540 南投市  	FN2 敏豆 青豆 	120.0 	84.0 	22.0 	83.1 	 -  8	161 	 + 75	13379.1
111/12/06	540 南投市  	LA1 甘藍 初秋 	18.0 	12.0 	7.0 	11.0 	 + 20	995 	 -  5	10954.95
111/12/06	540 南投市  	LH2 菠菜 角葉 	70.0 	68.0 	35.0 	67.3 	  -  	157 	  -  	10562.96
111/12/06	540 南投市  	OX1 其他  	150.0 	35.0 	2.0 	33.9 	 + 38	"2,340 "	 -  6	79349.4
111/12/06	540 南投市  	SA3 蘿蔔 矸仔 	16.0 	15.5 	9.0 	15.1 	 -  1	660 	 -  6	9992.4
111/12/06	540 南投市  	SE1 青蔥 日蔥 	38.0 	35.0 	31.0 	34.7 	 -  6	111 	 + 11	3855.03
111/12/06	540 南投市  	SG1 大蒜 硬梗 	90.0 	88.0 	80.0 	87.5 	  -  	136 	  -  	11900
111/12/06	540 南投市  	SQ3 茭白筍 去殼 	250.0 	160.0 	80.0 	158.7 	 +  8	97 	 + 15	15391.96
111/12/07	540 南投市  	FD1 花胡瓜  	70.0 	62.0 	40.0 	61.7 	 + 14	120 	 - 44	7400.4
111/12/07	540 南投市  	FG1 苦瓜 白大米 	56.0 	49.0 	43.0 	48.4 	 - 10	539 	 + 57	26098.38
111/12/07	540 南投市  	FI2 茄子 麻荸茄 	30.0 	28.0 	20.0 	27.3 	 +  5	139 	 - 39	3790.53
111/12/07	540 南投市  	FJ1 番茄 黑柿 	50.0 	32.0 	16.0 	31.4 	 +  4	302 	 - 52	9470.72
111/12/07	540 南投市  	FN2 敏豆 青豆 	120.0 	95.0 	36.0 	93.8 	 + 13	43 	 - 73	4035.12
111/12/07	540 南投市  	LA1 甘藍 初秋 	17.0 	12.0 	7.0 	11.6 	 +  6	"1,092 "	 + 10	12689.04
111/12/07	540 南投市  	OX1 其他  	80.0 	32.0 	6.0 	30.1 	 - 11	"2,567 "	 + 10	77164.02
111/12/07	540 南投市  	SA3 蘿蔔 矸仔 	16.0 	15.0 	10.0 	14.6 	 -  3	520 	 - 21	7607.6
