日　　期	市　　場	產　　品	上價	中價	下價	平均價(元/公斤)	增減%	交易量(公斤)	增減%	
111/04/03	800 高雄市	F1 雜柑 檸檬 	70.0 	53.9 	50.0 	56.4 	 -  1	330 	 - 53	18612
111/04/03	800 高雄市	F4 雜柑 桔子 	150.0 	125.0 	100.0 	125.0 	 + 11	40 	 - 76	5000
111/04/03	800 高雄市	G1 蛋黃果 仙桃 	30.0 	30.0 	30.0 	30.0 	 + 50	60 	 - 63	1800
111/04/03	800 高雄市	G2 黃金果  	120.0 	120.0 	103.3 	116.7 	 + 40	108 	 + 14	12603.6
111/04/03	800 高雄市	G49 奇異果 進口 	136.4 	123.1 	110.0 	123.2 	 +  4	483 	 - 41	59505.6
111/04/03	800 高雄市	I1 木瓜 網室紅肉 	54.0 	40.7 	29.9 	41.2 	 -  4	"4,644 "	 +  3	191332.8
111/04/03	800 高雄市	I4 木瓜 青木瓜 	25.0 	25.0 	25.0 	25.0 	    0	600 	 - 33	15000
111/04/03	800 高雄市	L1 枇杷 茂木 	224.6 	152.6 	110.8 	158.7 	 - 17	543 	 - 36	86174.1
111/04/03	800 高雄市	N9 李 進口 	105.0 	94.4 	90.0 	95.6 	 -  4	160 	 - 20	15296
111/04/03	800 高雄市	O9 梨 其他進口 	106.7 	106.4 	103.3 	105.8 	 +  6	120 	 - 74	12696
111/04/03	800 高雄市	O99 梨 西洋梨進口 	104.2 	77.3 	70.0 	81.2 	 - 19	240 	 +300	19488
111/04/03	800 高雄市	P1 番石榴 珍珠芭 	30.0 	23.2 	15.0 	22.9 	 -  4	975 	 - 69	22327.5
111/04/03	800 高雄市	Q1 蓮霧 紅蓮霧 	135.0 	99.2 	52.1 	96.9 	 +  7	969 	 - 19	93896.1
111/04/03	800 高雄市	Q2 蓮霧 子彈型 	58.0 	36.5 	30.0 	39.5 	 - 11	"2,250 "	 + 49	88875
111/04/03	800 高雄市	R3 芒果 本島 	80.0 	80.0 	80.0 	80.0 	 + 14	60 	 - 60	4800
111/04/03	800 高雄市	R8 芒果 芒果青 	60.0 	60.0 	60.0 	60.0 	 + 20	72 	 + 20	4320
111/04/03	800 高雄市	S1 葡萄 巨峰 	136.3 	88.5 	75.0 	95.4 	 - 11	"1,881 "	 + 26	179447.4
111/04/03	800 高雄市	S9 葡萄 進口 	167.8 	117.5 	90.4 	122.1 	 +  1	"2,297 "	 - 14	280463.7
111/04/03	800 高雄市	T1 西瓜 大西瓜 	25.0 	16.9 	15.0 	18.1 	  -  	"4,780 "	  -  	86518
111/04/03	800 高雄市	T6 西瓜 紅肉 	18.0 	13.3 	12.0 	14.0 	  -  	300 	  -  	4200
111/04/03	800 高雄市	W1 洋香瓜 網狀紅肉 	85.0 	53.4 	40.0 	57.0 	 + 17	"2,020 "	 - 25	115140
111/04/03	800 高雄市	W6 洋香瓜 光面綠肉 	60.0 	36.1 	30.0 	39.7 	 -  2	744 	 - 34	29536.8
111/04/03	800 高雄市	W7 洋香瓜 光面白肉 	70.0 	61.9 	44.2 	60.0 	 +  1	760 	 + 32	45600
111/04/03	800 高雄市	X69 蘋果 富士進口 	162.5 	70.4 	57.9 	86.3 	 +  5	"11,386 "	 - 25	982611.8
111/04/03	800 高雄市	Y0 桃子 其他 	40.0 	40.0 	40.0 	40.0 	 - 20	36 	 - 42	1440
111/04/03	800 高雄市	Y39 桃子 甜桃進口 	131.7 	100.1 	70.0 	100.4 	 +  8	"1,430 "	 +101	143572
111/04/04	800 高雄市	22 棗子  	150.0 	125.0 	100.0 	125.0 	 - 17	120 	 - 70	15000
111/04/04	800 高雄市	31 釋迦  	110.0 	87.2 	80.0 	90.3 	  -  	348 	  -  	31424.4
111/04/04	800 高雄市	32 釋迦 鳳梨釋迦 	60.0 	33.7 	27.5 	37.7 	 - 37	156 	 +550	5881.2
111/04/04	800 高雄市	459 草莓 進口 	800.0 	800.0 	800.0 	800.0 	    0	15 	 + 50	12000
111/04/04	800 高雄市	51 百香果 改良種 	90.0 	90.0 	90.0 	90.0 	 +  0	78 	 - 67	7020
111/04/04	800 高雄市	70 小番茄 其他 	80.0 	78.0 	73.6 	77.5 	 + 12	324 	 - 55	25110
111/04/04	800 高雄市	72 小番茄 聖女 	25.0 	20.4 	20.0 	21.3 	 - 56	40 	 - 97	852
111/04/04	800 高雄市	74 小番茄 玉女 	200.0 	131.2 	93.3 	137.4 	 - 26	186 	 - 14	25556.4
111/04/04	800 高雄市	829 蜜棗 進口 	130.0 	130.0 	130.0 	130.0 	  -  	30 	  -  	3900
111/04/04	800 高雄市	919 其他 進口 	80.0 	80.0 	80.0 	80.0 	    0	600 	 +114	48000
111/04/04	800 高雄市	A1 香蕉  	80.0 	64.5 	50.0 	64.7 	 +  3	"1,370 "	 +  9	88639
111/04/04	800 高雄市	A2 香蕉 芭蕉紅芭蕉 	60.0 	60.0 	60.0 	60.0 	  -  	150 	  -  	9000
111/04/04	800 高雄市	B2 鳳梨 金鑽鳳梨 	30.0 	22.4 	15.0 	22.4 	 +  7	"3,870 "	 - 50	86688
111/04/04	800 高雄市	C2 茂谷柑  	50.0 	34.2 	25.0 	35.5 	 + 15	600 	 - 83	21300
111/04/04	800 高雄市	C9 椪柑 進口 	170.0 	155.2 	150.0 	157.1 	  -  	310 	  -  	48701
111/04/04	800 高雄市	E9 甜橙 進口 	78.1 	68.8 	61.9 	69.3 	 -  4	"3,216 "	 +257	222868.8
111/04/04	800 高雄市	F1 雜柑 檸檬 	70.0 	54.4 	50.0 	56.7 	 +  1	150 	 - 55	8505
111/04/04	800 高雄市	F4 雜柑 桔子 	150.0 	150.0 	150.0 	150.0 	 + 20	20 	 - 50	3000
111/04/04	800 高雄市	G2 黃金果  	125.0 	105.6 	100.0 	108.3 	 -  7	96 	 - 11	10396.8
111/04/04	800 高雄市	G49 奇異果 進口 	135.0 	117.6 	116.7 	120.9 	 -  2	525 	 +  9	63472.5
111/04/04	800 高雄市	G5 香瓜梨  	65.0 	57.9 	55.0 	58.8 	  -  	768 	  -  	45158.4
111/04/04	800 高雄市	I1 木瓜 網室紅肉 	60.0 	44.6 	33.6 	45.5 	 + 10	"1,341 "	 - 71	61015.5
111/04/04	800 高雄市	I4 木瓜 青木瓜 	25.0 	25.0 	25.0 	25.0 	    0	100 	 - 83	2500
111/04/04	800 高雄市	L1 枇杷 茂木 	262.9 	203.4 	200.0 	214.7 	 + 35	348 	 - 36	74715.6
111/04/04	800 高雄市	N9 李 進口 	90.0 	90.0 	90.0 	90.0 	 -  6	100 	 - 38	9000
111/04/04	800 高雄市	O9 梨 其他進口 	101.3 	97.1 	96.7 	97.8 	 -  8	120 	    0	11736
111/04/04	800 高雄市	O99 梨 西洋梨進口 	92.0 	81.7 	80.0 	83.4 	 +  3	140 	 - 42	11676
111/04/04	800 高雄市	P1 番石榴 珍珠芭 	30.0 	30.0 	30.0 	30.0 	 + 31	48 	 - 95	1440
111/04/04	800 高雄市	Q1 蓮霧 紅蓮霧 	135.0 	102.7 	64.7 	101.6 	 +  5	"1,122 "	 + 16	113995.2
111/04/04	800 高雄市	Q2 蓮霧 子彈型 	55.2 	31.6 	25.0 	35.0 	 - 11	"1,998 "	 - 11	69930
111/04/04	800 高雄市	R8 芒果 芒果青 	50.0 	50.0 	50.0 	50.0 	 - 17	60 	 - 17	3000
111/04/04	800 高雄市	S1 葡萄 巨峰 	140.4 	98.8 	76.0 	102.6 	 +  8	"1,400 "	 - 26	143640
111/04/04	800 高雄市	S9 葡萄 進口 	162.2 	114.0 	88.9 	118.6 	 -  3	"2,160 "	 -  6	256176
111/04/04	800 高雄市	T1 西瓜 大西瓜 	33.0 	26.9 	25.0 	27.7 	 + 53	"2,930 "	 - 39	81161
111/04/04	800 高雄市	T5 西瓜 黃肉 	30.0 	22.2 	15.0 	22.3 	  -  	600 	  -  	13380
111/04/04	800 高雄市	W6 洋香瓜 光面綠肉 	70.0 	52.7 	45.0 	54.6 	 + 38	650 	 - 13	35490
111/04/04	800 高雄市	X69 蘋果 富士進口 	167.0 	72.5 	59.1 	88.7 	 +  3	"9,982 "	 - 12	885403.4
111/04/04	800 高雄市	Y39 桃子 甜桃進口 	130.0 	102.6 	75.0 	102.5 	 +  2	940 	 - 34	96350
111/04/05	800 高雄市	41 梅  	90.0 	78.1 	70.0 	78.9 	  -  	216 	  -  	17042.4
111/04/05	800 高雄市	43 桑椹  	60.0 	60.0 	60.0 	60.0 	  -  	30 	  -  	1800
111/04/05	800 高雄市	459 草莓 進口 	800.0 	800.0 	800.0 	800.0 	    0	10 	 - 33	8000
111/04/05	800 高雄市	51 百香果 改良種 	80.0 	80.0 	67.5 	77.5 	 - 14	144 	 + 85	11160
111/04/05	800 高雄市	70 小番茄 其他 	77.9 	59.1 	50.0 	61.1 	 - 21	570 	 + 76	34827
111/04/05	800 高雄市	72 小番茄 聖女 	45.0 	38.5 	33.0 	38.7 	 + 82	126 	 +215	4876.2
111/04/05	800 高雄市	74 小番茄 玉女 	200.0 	177.1 	90.0 	164.3 	 + 20	126 	 - 32	20701.8
111/04/05	800 高雄市	829 蜜棗 進口 	130.0 	130.0 	130.0 	130.0 	    0	20 	 - 33	2600
111/04/05	800 高雄市	A1 香蕉  	80.0 	62.3 	50.0 	63.4 	 -  2	"1,700 "	 + 24	107780
111/04/05	800 高雄市	B2 鳳梨 金鑽鳳梨 	26.9 	21.5 	15.0 	21.3 	 -  5	"2,604 "	 - 33	55465.2
111/04/05	800 高雄市	E9 甜橙 進口 	78.5 	68.2 	61.3 	68.9 	 -  1	"2,772 "	 - 14	190990.8
111/04/05	800 高雄市	F1 雜柑 檸檬 	99.2 	74.4 	65.0 	77.5 	 + 37	520 	 +247	40300
111/04/05	800 高雄市	F2 雜柑 金棗 	50.0 	50.0 	50.0 	50.0 	  -  	80 	  -  	4000
111/04/05	800 高雄市	F4 雜柑 桔子 	160.0 	120.0 	100.0 	124.0 	 - 17	100 	 +400	12400
111/04/05	800 高雄市	G2 黃金果  	100.0 	88.5 	80.0 	89.1 	 - 18	143 	 + 49	12741.3
111/04/05	800 高雄市	G49 奇異果 進口 	140.0 	130.8 	120.2 	130.5 	 +  8	237 	 - 55	30928.5
111/04/05	800 高雄市	G9 波蘿蜜  	30.0 	30.0 	30.0 	30.0 	  -  	108 	  -  	3240
111/04/05	800 高雄市	H4 葡萄柚 紅肉 	20.0 	20.0 	20.0 	20.0 	  -  	336 	  -  	6720
111/04/05	800 高雄市	I1 木瓜 網室紅肉 	53.9 	40.0 	29.8 	40.7 	 - 11	"4,800 "	 +258	195360
111/04/05	800 高雄市	I4 木瓜 青木瓜 	25.0 	25.0 	25.0 	25.0 	    0	380 	 +280	9500
111/04/05	800 高雄市	N9 李 進口 	120.0 	86.2 	80.0 	91.7 	 +  2	450 	 +350	41265
111/04/05	800 高雄市	O9 梨 其他進口 	126.7 	113.7 	106.7 	114.9 	 + 17	255 	 +113	29299.5
111/04/05	800 高雄市	P1 番石榴 珍珠芭 	30.0 	26.9 	20.0 	26.1 	 - 13	907 	 +999	23672.7
111/04/05	800 高雄市	Q1 蓮霧 紅蓮霧 	129.9 	80.5 	50.0 	84.3 	 - 17	879 	 - 22	74099.7
111/04/05	800 高雄市	Q2 蓮霧 子彈型 	49.2 	33.3 	30.0 	35.8 	 +  2	954 	 - 52	34153.2
111/04/05	800 高雄市	R8 芒果 芒果青 	58.0 	51.0 	50.0 	52.2 	 +  4	216 	 +260	11275.2
111/04/05	800 高雄市	S9 葡萄 進口 	163.9 	113.6 	100.0 	120.9 	 +  2	"2,079 "	 -  4	251351.1
111/04/05	800 高雄市	T5 西瓜 黃肉 	25.0 	18.3 	15.0 	19.0 	 - 15	900 	 + 50	17100
111/04/05	800 高雄市	T6 西瓜 紅肉 	12.0 	12.0 	12.0 	12.0 	  -  	250 	  -  	3000
111/04/05	800 高雄市	W1 洋香瓜 網狀紅肉 	80.0 	54.4 	40.0 	56.7 	  -  	"1,200 "	  -  	68040
111/04/05	800 高雄市	X69 蘋果 富士進口 	171.1 	75.5 	60.1 	91.5 	 +  3	"8,426 "	 - 16	770979
111/04/05	800 高雄市	Y39 桃子 甜桃進口 	123.0 	97.2 	88.9 	100.7 	 -  2	"1,500 "	 + 60	151050
111/04/08	800 高雄市	11 椰子  	13.0 	10.4 	8.0 	10.5 	  -  	"4,890 "	  -  	51345
111/04/08	800 高雄市	31 釋迦  	110.0 	97.2 	90.0 	98.3 	  -  	288 	  -  	28310.4
111/04/08	800 高雄市	32 釋迦 鳳梨釋迦 	65.0 	56.9 	50.0 	57.1 	  -  	252 	  -  	14389.2
111/04/08	800 高雄市	41 梅  	82.5 	52.7 	40.0 	56.1 	 - 29	"4,234 "	 +999	237527.4
111/04/08	800 高雄市	45 草莓  	200.0 	136.4 	100.0 	141.9 	  -  	258 	  -  	36610.2
111/04/08	800 高雄市	459 草莓 進口 	800.0 	800.0 	800.0 	800.0 	    0	5 	 - 50	4000
111/04/08	800 高雄市	469 藍莓 進口 	425.0 	416.7 	400.0 	415.0 	  -  	10 	  -  	4150
111/04/08	800 高雄市	51 百香果 改良種 	94.5 	72.2 	60.0 	74.2 	 -  4	456 	 +217	33835.2
111/04/08	800 高雄市	70 小番茄 其他 	72.1 	54.5 	40.0 	55.1 	 - 10	"2,480 "	 +335	136648
111/04/08	800 高雄市	72 小番茄 聖女 	70.0 	43.8 	24.0 	45.1 	 + 17	500 	 +297	22550
111/04/08	800 高雄市	74 小番茄 玉女 	200.0 	149.8 	80.3 	145.9 	 - 11	132 	 +  5	19258.8
111/04/08	800 高雄市	829 蜜棗 進口 	110.0 	110.0 	110.0 	110.0 	 - 15	160 	 +700	17600
111/04/08	800 高雄市	91 其他  	21.8 	20.0 	15.6 	19.5 	  -  	"2,713 "	  -  	52903.5
111/04/08	800 高雄市	A1 香蕉  	75.0 	60.0 	50.0 	61.0 	 -  4	"1,750 "	 +  3	106750
111/04/08	800 高雄市	A2 香蕉 芭蕉紅芭蕉 	50.0 	37.4 	30.0 	38.5 	  -  	390 	  -  	15015
111/04/08	800 高雄市	B2 鳳梨 金鑽鳳梨 	30.0 	22.9 	13.9 	22.5 	 +  6	"17,498 "	 +572	393705
111/04/08	800 高雄市	C2 茂谷柑  	52.8 	28.3 	20.0 	31.6 	  -  	"4,690 "	  -  	148204
111/04/08	800 高雄市	C9 椪柑 進口 	150.0 	150.0 	150.0 	150.0 	  -  	270 	  -  	40500
111/04/08	800 高雄市	D1 桶柑  	24.8 	16.6 	11.1 	17.2 	  -  	"6,240 "	  -  	107328
111/04/08	800 高雄市	E1 甜橙 柳橙 	35.0 	31.8 	30.0 	32.1 	  -  	255 	  -  	8185.5
111/04/08	800 高雄市	E9 甜橙 進口 	80.6 	71.2 	66.7 	72.2 	 +  5	"1,692 "	 - 39	122162.4
111/04/08	800 高雄市	F1 雜柑 檸檬 	93.6 	61.2 	50.0 	65.4 	 - 16	470 	 - 10	30738
111/04/08	800 高雄市	F2 雜柑 金棗 	50.0 	50.0 	50.0 	50.0 	    0	120 	 + 50	6000
111/04/08	800 高雄市	F4 雜柑 桔子 	160.0 	133.8 	100.0 	132.3 	 +  7	130 	 + 30	17199
111/04/08	800 高雄市	G2 黃金果  	100.0 	100.0 	100.0 	100.0 	 + 12	95 	 - 34	9500
111/04/08	800 高雄市	G49 奇異果 進口 	136.5 	129.9 	117.8 	128.8 	 -  1	219 	 -  8	28207.2
111/04/08	800 高雄市	H4 葡萄柚 紅肉 	20.0 	15.8 	15.0 	16.5 	 - 18	918 	 +173	15147
111/04/08	800 高雄市	I1 木瓜 網室紅肉 	56.4 	41.5 	32.6 	42.7 	 +  5	"5,636 "	 + 17	240657.2
111/04/08	800 高雄市	I4 木瓜 青木瓜 	25.0 	25.0 	25.0 	25.0 	    0	"1,190 "	 +213	29750
111/04/08	800 高雄市	L1 枇杷 茂木 	240.9 	170.9 	108.3 	172.4 	  -  	"1,347 "	  -  	232222.8
111/04/08	800 高雄市	M3 楊桃 馬來亞種 	30.0 	30.0 	30.0 	30.0 	  -  	315 	  -  	9450
111/04/08	800 高雄市	N9 李 進口 	110.0 	110.0 	110.0 	110.0 	 + 20	50 	 - 89	5500
111/04/08	800 高雄市	O9 梨 其他進口 	113.3 	112.6 	110.0 	112.2 	 -  2	45 	 - 82	5049
111/04/08	800 高雄市	P1 番石榴 珍珠芭 	33.9 	24.7 	16.7 	24.9 	 -  5	"3,636 "	 +301	90536.4
111/04/08	800 高雄市	Q1 蓮霧 紅蓮霧 	133.1 	97.0 	42.5 	93.3 	 + 11	"1,206 "	 + 37	112519.8
111/04/08	800 高雄市	Q2 蓮霧 子彈型 	51.1 	38.4 	30.0 	39.2 	 +  9	"1,311 "	 + 37	51391.2
111/04/08	800 高雄市	R3 芒果 本島 	100.0 	78.8 	70.0 	81.3 	  -  	240 	  -  	19512
111/04/08	800 高雄市	R8 芒果 芒果青 	50.0 	50.0 	50.0 	50.0 	 -  4	60 	 - 72	3000
111/04/08	800 高雄市	S1 葡萄 巨峰 	139.3 	88.7 	80.0 	97.1 	  -  	"1,360 "	  -  	132056
111/04/08	800 高雄市	S9 葡萄 進口 	175.2 	120.4 	94.5 	126.2 	 +  4	"1,827 "	 - 12	230567.4
111/04/08	800 高雄市	T1 西瓜 大西瓜 	33.0 	22.1 	15.3 	22.9 	  -  	"15,920 "	  -  	364568
111/04/08	800 高雄市	T5 西瓜 黃肉 	24.9 	18.6 	15.0 	19.1 	 +  1	"2,050 "	 +128	39155
111/04/08	800 高雄市	V1 甜瓜 美濃 	100.0 	66.7 	50.0 	70.0 	  -  	"1,500 "	  -  	105000
111/04/08	800 高雄市	W1 洋香瓜 網狀紅肉 	70.5 	46.8 	30.0 	48.1 	 - 15	"1,986 "	 + 66	95526.6
111/04/08	800 高雄市	W6 洋香瓜 光面綠肉 	45.0 	41.9 	30.0 	40.1 	  -  	710 	  -  	28471
111/04/08	800 高雄市	W7 洋香瓜 光面白肉 	70.0 	68.0 	50.0 	64.8 	  -  	440 	  -  	28512
