日　　期	市　　場	產　　品	上價	中價	下價	平均價(元/公斤)	增減%	交易量(公斤)	增減%	
111/09/24	800 高雄市	G2 黃金果  	102.8 	88.3 	63.4 	86.2 	 + 25	"2,681 "	 +342	231102.2
111/09/24	800 高雄市	G3 酪梨  	60.0 	59.5 	50.0 	57.7 	 +  7	"1,780 "	 +244	102706
111/09/24	800 高雄市	G49 奇異果 進口 	177.5 	126.7 	123.8 	136.3 	 -  5	354 	 - 37	48250.2
111/09/24	800 高雄市	H0 柚子 其他 	15.0 	15.0 	15.0 	15.0 	  -  	336 	  -  	5040
111/09/24	800 高雄市	H1 柚子 文旦 	13.3 	13.3 	13.3 	13.3 	  -  	"1,260 "	  -  	16758
111/09/24	800 高雄市	H4 葡萄柚 紅肉 	20.0 	20.0 	20.0 	20.0 	 -  2	288 	 - 31	5760
111/09/24	800 高雄市	H49 葡萄柚 紅肉進口 	40.0 	39.3 	38.9 	39.4 	 +  1	"1,854 "	 + 72	73047.6
111/09/24	800 高雄市	H5 葡萄柚 白肉 	20.0 	20.0 	20.0 	20.0 	 + 37	431 	 +124	8620
111/09/24	800 高雄市	I1 木瓜 網室紅肉 	40.0 	28.8 	22.6 	29.8 	 -  6	"12,678 "	 +205	377804.4
111/09/24	800 高雄市	I4 木瓜 青木瓜 	20.0 	19.6 	16.0 	19.0 	 -  5	"2,640 "	 +306	50160
111/09/24	800 高雄市	K2 龍眼 十月眼 	125.0 	118.3 	100.0 	116.0 	 + 16	375 	 +213	43500
111/09/24	800 高雄市	K3 龍眼 粉殼 	90.0 	76.1 	60.0 	75.7 	 - 12	792 	 - 21	59954.4
111/09/24	800 高雄市	M3 楊桃 馬來亞種 	30.0 	21.7 	20.0 	23.0 	  -  	600 	  -  	13800
111/09/24	800 高雄市	N9 李 進口 	280.0 	197.0 	140.0 	202.2 	 +  1	225 	 + 88	45495
111/09/24	800 高雄市	O10 梨 寶島甘露梨 	90.0 	76.2 	70.0 	77.7 	 +  1	830 	 - 61	64491
111/09/24	800 高雄市	O4 梨 新興梨 	72.1 	57.3 	50.0 	58.8 	 +  5	"1,862 "	 -  6	109485.6
111/09/24	800 高雄市	O9 梨 其他進口 	248.2 	103.2 	100.0 	131.6 	 -  3	805 	 - 59	105938
111/09/24	800 高雄市	P1 番石榴 珍珠芭 	60.0 	49.4 	24.3 	46.5 	 + 34	"2,233 "	 + 44	103834.5
111/09/24	800 高雄市	Q2 蓮霧 子彈型 	60.0 	60.0 	60.0 	60.0 	 + 20	90 	 + 67	5400
111/09/24	800 高雄市	S1 葡萄 巨峰 	100.0 	80.7 	68.5 	82.1 	 -  7	902 	 + 13	74054.2
111/09/24	800 高雄市	S9 葡萄 進口 	365.8 	139.7 	88.9 	174.7 	 + 19	"2,066 "	 - 22	360930.2
111/09/24	800 高雄市	T1 西瓜 大西瓜 	20.0 	15.2 	15.0 	16.1 	 - 13	"9,080 "	 + 19	146188
111/09/24	800 高雄市	T3 西瓜 黑美人 	35.0 	28.3 	25.0 	29.0 	 + 34	"1,000 "	 + 67	29000
111/09/24	800 高雄市	T5 西瓜 黃肉 	40.0 	34.3 	30.0 	34.6 	 + 38	"1,480 "	 - 61	51208
111/09/24	800 高雄市	W1 洋香瓜 網狀紅肉 	80.0 	49.2 	36.1 	52.7 	 + 13	"2,862 "	 + 38	150827.4
111/09/24	800 高雄市	W7 洋香瓜 光面白肉 	70.0 	55.1 	37.9 	54.6 	 + 82	"1,990 "	 +453	108654
111/09/24	800 高雄市	X0 蘋果 其他 	80.0 	80.0 	80.0 	80.0 	 - 11	120 	 +100	9600
111/09/24	800 高雄市	X69 蘋果 富士進口 	105.3 	68.2 	47.2 	71.4 	 -  1	"27,260 "	 + 35	1946364
111/09/24	800 高雄市	Y9 桃子 進口 	352.8 	322.9 	295.1 	323.3 	 +  2	"1,325 "	 -  9	428372.5
111/09/24	800 高雄市	Z1 柿子 紅柿 	38.7 	30.5 	14.2 	28.9 	 -  1	"1,922 "	 +  1	55545.8
111/09/24	800 高雄市	Z2 柿子 水柿 	20.0 	20.0 	20.0 	20.0 	 -  6	135 	 - 57	2700
111/09/24	800 高雄市	Z3 柿子 柿餅 	150.0 	150.0 	150.0 	150.0 	  -  	12 	  -  	1800
111/09/24	800 高雄市	Z4 柿子 甜柿 	127.1 	83.3 	55.3 	86.5 	 + 13	"1,074 "	 + 12	92901
111/09/25	800 高雄市	31 釋迦  	100.0 	80.8 	70.0 	82.5 	 + 14	288 	 - 55	23760
111/09/25	800 高雄市	469 藍莓 進口 	450.0 	450.0 	450.0 	450.0 	 -  8	100 	 -  2	45000
111/09/25	800 高雄市	51 百香果 改良種 	86.7 	47.9 	29.1 	51.9 	 + 11	"3,496 "	 + 19	181442.4
111/09/25	800 高雄市	72 小番茄 聖女 	100.0 	100.0 	60.7 	92.1 	 -  6	350 	 - 68	32235
111/09/25	800 高雄市	74 小番茄 玉女 	300.0 	300.0 	300.0 	300.0 	    0	150 	    0	45000
111/09/25	800 高雄市	811 火龍果 白肉 	22.2 	15.3 	8.9 	15.4 	 +  5	"3,099 "	 +  0	47724.6
111/09/25	800 高雄市	812 火龍果 紅肉 	41.7 	23.3 	19.5 	26.2 	 +  4	"4,862 "	 - 28	127384.4
111/09/25	800 高雄市	859 榴槤 進口 	141.7 	141.7 	141.7 	141.7 	  -  	240 	  -  	34008
111/09/25	800 高雄市	91 其他  	20.8 	15.0 	15.0 	16.2 	 - 30	"1,170 "	 + 90	18954
111/09/25	800 高雄市	919 其他 進口 	70.0 	67.6 	65.0 	67.6 	 +  1	"3,400 "	 +  3	229840
111/09/25	800 高雄市	A1 香蕉  	38.0 	24.0 	16.0 	25.2 	 -  3	"5,430 "	 -  2	136836
111/09/25	800 高雄市	A2 香蕉 芭蕉紅芭蕉 	15.3 	15.0 	15.0 	15.1 	 - 53	729 	 + 42	11007.9
111/09/25	800 高雄市	B2 鳳梨 金鑽鳳梨 	35.0 	33.4 	20.0 	31.0 	 +  9	272 	 - 93	8432
111/09/25	800 高雄市	C1 椪柑  	60.0 	41.8 	30.0 	43.1 	 + 33	633 	 +171	27282.3
111/09/25	800 高雄市	C9 椪柑 進口 	91.2 	62.9 	34.0 	62.7 	 - 14	"3,310 "	 +  3	207537
111/09/25	800 高雄市	E1 甜橙 柳橙 	30.0 	30.0 	30.0 	30.0 	 + 35	135 	 - 80	4050
111/09/25	800 高雄市	E9 甜橙 進口 	61.1 	50.8 	44.4 	51.6 	 -  2	"2,268 "	 +  5	117028.8
111/09/25	800 高雄市	F0 雜柑 其他 	13.9 	13.9 	13.9 	13.9 	  -  	18 	  -  	250.2
111/09/25	800 高雄市	F1 雜柑 檸檬 	56.8 	43.4 	30.5 	43.5 	 - 18	740 	 - 56	32190
111/09/25	800 高雄市	G2 黃金果  	107.6 	65.2 	46.5 	69.9 	 - 19	980 	 - 63	68502
111/09/25	800 高雄市	G3 酪梨  	70.0 	70.0 	55.9 	67.2 	 + 16	792 	 - 56	53222.4
111/09/25	800 高雄市	G49 奇異果 進口 	126.7 	122.3 	114.7 	121.7 	 - 11	456 	 + 29	55495.2
111/09/25	800 高雄市	H0 柚子 其他 	20.0 	20.0 	20.0 	20.0 	 + 33	288 	 - 14	5760
111/09/25	800 高雄市	H41 葡萄柚 紅寶石 	30.0 	30.0 	30.0 	30.0 	  -  	54 	  -  	1620
111/09/25	800 高雄市	H49 葡萄柚 紅肉進口 	40.0 	39.2 	38.9 	39.3 	 -  0	"1,404 "	 - 24	55177.2
111/09/25	800 高雄市	H5 葡萄柚 白肉 	12.8 	12.8 	12.8 	12.8 	 - 36	72 	 - 83	921.6
111/09/25	800 高雄市	I1 木瓜 網室紅肉 	40.0 	29.7 	19.8 	29.8 	    0	"8,854 "	 - 30	263849.2
111/09/25	800 高雄市	I4 木瓜 青木瓜 	20.0 	18.2 	16.0 	18.1 	 -  5	"1,320 "	 - 50	23892
111/09/25	800 高雄市	K2 龍眼 十月眼 	125.0 	119.4 	100.0 	116.7 	 +  1	360 	 -  4	42012
111/09/25	800 高雄市	K3 龍眼 粉殼 	90.0 	70.0 	60.0 	72.0 	 -  5	900 	 + 14	64800
111/09/25	800 高雄市	N9 李 進口 	200.0 	195.6 	180.0 	193.3 	 -  4	150 	 - 33	28995
111/09/25	800 高雄市	O1 梨 橫山梨 	25.0 	25.0 	25.0 	25.0 	  -  	36 	  -  	900
111/09/25	800 高雄市	O10 梨 寶島甘露梨 	110.0 	90.0 	70.0 	90.0 	 + 16	"1,900 "	 +129	171000
111/09/25	800 高雄市	O4 梨 新興梨 	90.0 	86.7 	60.0 	82.0 	 + 39	"1,531 "	 - 18	125542
111/09/25	800 高雄市	O9 梨 其他進口 	203.7 	109.0 	96.7 	125.5 	 -  5	"1,310 "	 + 63	164405
111/09/25	800 高雄市	P1 番石榴 珍珠芭 	60.0 	36.7 	30.0 	40.0 	 - 14	720 	 - 68	28800
111/09/25	800 高雄市	Q2 蓮霧 子彈型 	85.0 	74.0 	50.0 	71.4 	 + 19	333 	 +270	23776.2
111/09/25	800 高雄市	S1 葡萄 巨峰 	97.9 	78.5 	60.0 	78.7 	 -  4	"1,004 "	 + 11	79014.8
111/09/25	800 高雄市	S9 葡萄 進口 	356.4 	111.3 	88.9 	155.8 	 - 11	"2,599 "	 + 26	404924.2
111/09/25	800 高雄市	T1 西瓜 大西瓜 	27.0 	23.7 	20.0 	23.6 	 + 47	"10,860 "	 + 20	256296
111/09/25	800 高雄市	T3 西瓜 黑美人 	30.0 	23.3 	20.0 	24.0 	 - 17	"1,000 "	    0	24000
111/09/25	800 高雄市	T5 西瓜 黃肉 	40.0 	30.2 	25.0 	31.1 	 - 10	"4,810 "	 +225	149591
111/09/25	800 高雄市	T7 西瓜 秀鈴 	8.0 	8.0 	8.0 	8.0 	  -  	25 	  -  	200
111/09/25	800 高雄市	V1 甜瓜 美濃 	79.4 	67.4 	35.0 	63.3 	  -  	"1,020 "	  -  	64566
111/09/25	800 高雄市	W1 洋香瓜 網狀紅肉 	60.0 	42.3 	40.0 	45.4 	 - 14	333 	 - 88	15118.2
111/09/25	800 高雄市	W7 洋香瓜 光面白肉 	50.0 	36.7 	30.0 	38.0 	 - 30	225 	 - 89	8550
111/09/25	800 高雄市	X0 蘋果 其他 	120.0 	117.1 	100.0 	114.3 	 + 43	350 	 +192	40005
111/09/25	800 高雄市	X69 蘋果 富士進口 	98.0 	69.0 	56.7 	72.4 	 +  1	"25,824 "	 -  5	1869657.6
111/09/25	800 高雄市	Y9 桃子 進口 	435.2 	304.8 	133.2 	296.6 	 -  8	"1,555 "	 + 17	461213
111/09/25	800 高雄市	Z1 柿子 紅柿 	50.0 	37.0 	30.0 	38.2 	 + 32	"1,068 "	 - 44	40797.6
111/09/25	800 高雄市	Z3 柿子 柿餅 	150.0 	150.0 	150.0 	150.0 	    0	9 	 - 25	1350
111/09/25	800 高雄市	Z4 柿子 甜柿 	102.3 	77.4 	70.0 	80.9 	 -  6	538 	 - 50	43524.2
111/09/27	800 高雄市	11 椰子  	17.0 	15.5 	14.0 	15.5 	  -  	"1,000 "	  -  	15500
111/09/27	800 高雄市	129 椰子 剝殼進口 	55.6 	54.3 	50.0 	53.7 	  -  	27 	  -  	1449.9
111/09/27	800 高雄市	31 釋迦  	100.0 	88.1 	80.0 	88.9 	 +  8	216 	 - 25	19202.4
111/09/27	800 高雄市	469 藍莓 進口 	543.2 	501.2 	500.0 	509.4 	 + 13	110 	 + 10	56034
111/09/27	800 高雄市	51 百香果 改良種 	81.9 	42.9 	27.9 	47.7 	 -  8	"2,874 "	 - 18	137089.8
111/09/27	800 高雄市	72 小番茄 聖女 	100.0 	99.1 	80.0 	95.4 	 +  4	"1,424 "	 +307	135849.6
111/09/27	800 高雄市	74 小番茄 玉女 	300.0 	285.4 	203.1 	271.9 	 -  9	320 	 +113	87008
111/09/27	800 高雄市	811 火龍果 白肉 	40.3 	20.0 	8.4 	21.7 	 + 41	"2,668 "	 - 14	57895.6
111/09/27	800 高雄市	812 火龍果 紅肉 	49.5 	30.9 	19.7 	32.4 	 + 24	"4,214 "	 - 13	136533.6
111/09/27	800 高雄市	91 其他  	22.4 	20.0 	20.0 	20.5 	 + 27	996 	 - 15	20418
111/09/27	800 高雄市	919 其他 進口 	70.0 	66.6 	65.0 	66.9 	 -  1	"3,600 "	 +  6	240840
111/09/27	800 高雄市	A1 香蕉  	38.8 	23.6 	15.0 	24.9 	 -  1	"4,900 "	 - 10	122010
111/09/27	800 高雄市	A2 香蕉 芭蕉紅芭蕉 	25.0 	25.0 	25.0 	25.0 	 + 66	720 	 -  1	18000
111/09/27	800 高雄市	B2 鳳梨 金鑽鳳梨 	35.0 	34.0 	20.0 	31.4 	 +  1	"2,486 "	 +814	78060.4
111/09/27	800 高雄市	B7 鳳梨 牛奶鳳梨 	26.0 	24.0 	23.0 	24.2 	  -  	450 	  -  	10890
111/09/27	800 高雄市	C1 椪柑  	30.0 	30.0 	30.0 	30.0 	 - 30	270 	 - 57	8100
111/09/27	800 高雄市	C9 椪柑 進口 	105.0 	77.5 	30.0 	73.5 	 + 17	"2,280 "	 - 31	167580
111/09/27	800 高雄市	E9 甜橙 進口 	68.4 	49.4 	41.7 	51.7 	 +  0	"2,772 "	 + 22	143312.4
111/09/27	800 高雄市	F1 雜柑 檸檬 	60.0 	46.3 	40.0 	47.8 	 + 10	900 	 + 22	43020
111/09/27	800 高雄市	F4 雜柑 桔子 	70.0 	70.0 	70.0 	70.0 	  -  	400 	  -  	28000
111/09/27	800 高雄市	G2 黃金果  	104.5 	77.2 	56.5 	78.5 	 + 12	"2,217 "	 +126	174034.5
111/09/27	800 高雄市	G3 酪梨  	70.0 	60.8 	49.3 	60.3 	 - 10	"2,222 "	 +181	133986.6
111/09/27	800 高雄市	G49 奇異果 進口 	162.4 	126.5 	103.8 	129.1 	 +  6	774 	 + 70	99923.4
111/09/27	800 高雄市	H3 柚子 紅柚 	25.0 	21.5 	20.0 	21.9 	  -  	780 	  -  	17082
111/09/27	800 高雄市	H4 葡萄柚 紅肉 	30.0 	25.3 	25.0 	26.2 	  -  	234 	  -  	6130.8
111/09/27	800 高雄市	H49 葡萄柚 紅肉進口 	38.9 	38.9 	38.9 	38.9 	 -  1	"1,080 "	 - 23	42012
111/09/27	800 高雄市	H5 葡萄柚 白肉 	25.0 	25.0 	16.7 	23.3 	 + 82	216 	 +200	5032.8
111/09/27	800 高雄市	I1 木瓜 網室紅肉 	40.0 	31.8 	20.8 	31.2 	 +  5	"11,296 "	 + 28	352435.2
111/09/27	800 高雄市	I4 木瓜 青木瓜 	20.0 	20.0 	20.0 	20.0 	 + 10	"1,400 "	 +  6	28000
111/09/27	800 高雄市	K2 龍眼 十月眼 	125.0 	122.5 	100.0 	118.5 	 +  2	405 	 + 13	47992.5
111/09/27	800 高雄市	K3 龍眼 粉殼 	85.0 	79.4 	60.0 	76.6 	 +  6	519 	 - 42	39755.4
111/09/27	800 高雄市	N9 李 進口 	260.0 	250.0 	240.0 	250.0 	 + 29	165 	 + 10	41250
111/09/27	800 高雄市	O10 梨 寶島甘露梨 	88.3 	76.4 	70.0 	77.5 	 - 14	600 	 - 68	46500
111/09/27	800 高雄市	O4 梨 新興梨 	70.0 	50.1 	40.0 	52.1 	 - 36	"1,566 "	 +  2	81588.6
111/09/27	800 高雄市	O7 梨 鳥梨 	60.0 	60.0 	60.0 	60.0 	  -  	100 	  -  	6000
111/09/27	800 高雄市	O9 梨 其他進口 	201.7 	114.0 	100.0 	128.7 	 +  3	985 	 - 25	126769.5
111/09/27	800 高雄市	P1 番石榴 珍珠芭 	58.2 	43.7 	26.0 	43.1 	 +  8	"4,572 "	 +535	197053.2
111/09/27	800 高雄市	S1 葡萄 巨峰 	100.0 	82.7 	80.0 	85.6 	 +  9	975 	 -  3	83460
111/09/27	800 高雄市	S9 葡萄 進口 	308.3 	124.8 	83.6 	153.3 	 -  2	"2,059 "	 - 21	315644.7
111/09/27	800 高雄市	T1 西瓜 大西瓜 	19.5 	15.0 	15.0 	15.9 	 - 33	"3,300 "	 - 70	52470
111/09/27	800 高雄市	T3 西瓜 黑美人 	25.0 	25.0 	25.0 	25.0 	 +  4	"1,000 "	    0	25000
111/09/27	800 高雄市	T5 西瓜 黃肉 	35.0 	28.8 	25.0 	29.3 	 -  6	"2,688 "	 - 44	78758.4
111/09/27	800 高雄市	X69 蘋果 富士進口 	108.4 	68.8 	56.9 	74.3 	 +  3	"27,014 "	 +  5	2007140.2
111/09/27	800 高雄市	Y9 桃子 進口 	344.1 	310.1 	291.3 	313.1 	 +  6	920 	 - 41	288052
111/09/27	800 高雄市	Z1 柿子 紅柿 	41.2 	32.0 	25.0 	32.5 	 - 15	"1,842 "	 + 72	59865
111/09/27	800 高雄市	Z2 柿子 水柿 	24.4 	18.7 	15.0 	19.1 	  -  	513 	  -  	9798.3
111/09/27	800 高雄市	Z3 柿子 柿餅 	150.0 	150.0 	150.0 	150.0 	    0	12 	 + 33	1800
111/09/27	800 高雄市	Z4 柿子 甜柿 	111.0 	76.6 	64.6 	81.1 	 +  0	726 	 + 35	58878.6
111/09/28	800 高雄市	129 椰子 剝殼進口 	42.3 	35.5 	23.8 	34.5 	 - 36	365 	 +999	12592.5
111/09/28	800 高雄市	31 釋迦  	80.0 	72.6 	70.0 	73.6 	 - 17	168 	 - 22	12364.8
111/09/28	800 高雄市	469 藍莓 進口 	450.0 	407.1 	400.0 	414.3 	 - 19	140 	 + 27	58002
111/09/28	800 高雄市	50 百香果 其他 	83.3 	66.4 	58.3 	68.2 	  -  	198 	  -  	13503.6
111/09/28	800 高雄市	51 百香果 改良種 	84.1 	48.6 	31.8 	52.3 	 + 10	"3,229 "	 + 12	168876.7
111/09/28	800 高雄市	72 小番茄 聖女 	80.0 	80.0 	80.0 	80.0 	 - 16	18 	 - 99	1440
111/09/28	800 高雄市	74 小番茄 玉女 	300.0 	244.4 	200.0 	246.7 	 -  9	180 	 - 44	44406
111/09/28	800 高雄市	811 火龍果 白肉 	29.5 	19.5 	10.3 	19.7 	 -  9	"1,695 "	 - 36	33391.5
111/09/28	800 高雄市	812 火龍果 紅肉 	40.0 	37.5 	24.5 	35.4 	 +  9	"1,412 "	 - 66	49984.8
111/09/28	800 高雄市	91 其他  	30.0 	30.0 	30.0 	30.0 	 + 46	936 	 -  6	28080
111/09/28	800 高雄市	919 其他 進口 	75.0 	73.1 	70.0 	72.9 	 +  9	"2,100 "	 - 42	153090
111/09/28	800 高雄市	A1 香蕉  	38.1 	24.7 	15.0 	25.5 	 +  2	"4,880 "	 -  0	124440
111/09/28	800 高雄市	A2 香蕉 芭蕉紅芭蕉 	18.0 	18.0 	18.0 	18.0 	 - 28	54 	 - 93	972
111/09/28	800 高雄市	B2 鳳梨 金鑽鳳梨 	35.0 	31.1 	25.0 	30.7 	 -  2	"2,300 "	 -  7	70610
111/09/28	800 高雄市	C9 椪柑 進口 	110.9 	58.6 	40.0 	65.4 	 - 11	"1,350 "	 - 41	88290
111/09/28	800 高雄市	E1 甜橙 柳橙 	25.0 	25.0 	25.0 	25.0 	  -  	90 	  -  	2250
111/09/28	800 高雄市	E9 甜橙 進口 	61.1 	47.7 	38.9 	48.6 	 -  6	"2,088 "	 - 25	101476.8
111/09/28	800 高雄市	F1 雜柑 檸檬 	52.1 	38.8 	31.4 	40.0 	 - 16	700 	 - 22	28000
111/09/28	800 高雄市	F4 雜柑 桔子 	70.0 	70.0 	70.0 	70.0 	    0	190 	 - 53	13300
111/09/28	800 高雄市	G2 黃金果  	75.0 	70.0 	70.0 	71.0 	 - 10	150 	 - 93	10650
111/09/28	800 高雄市	G3 酪梨  	70.0 	59.5 	50.0 	59.7 	 -  1	"1,380 "	 - 38	82386
111/09/28	800 高雄市	G49 奇異果 進口 	246.3 	170.4 	125.8 	176.7 	 + 37	480 	 - 38	84816
111/09/28	800 高雄市	H3 柚子 紅柚 	30.0 	23.1 	20.0 	23.9 	 +  9	"1,080 "	 + 38	25812
111/09/28	800 高雄市	H4 葡萄柚 紅肉 	30.0 	25.8 	25.0 	26.5 	 +  1	900 	 +285	23850
111/09/28	800 高雄市	H49 葡萄柚 紅肉進口 	38.9 	38.9 	38.9 	38.9 	    0	"1,260 "	 + 17	49014
111/09/28	800 高雄市	H5 葡萄柚 白肉 	10.0 	8.6 	6.7 	8.5 	 - 64	180 	 - 17	1530
111/09/28	800 高雄市	I1 木瓜 網室紅肉 	40.0 	34.0 	19.9 	32.4 	 +  4	"6,166 "	 - 45	199778.4
111/09/28	800 高雄市	I4 木瓜 青木瓜 	20.0 	20.0 	20.0 	20.0 	    0	900 	 - 36	18000
111/09/28	800 高雄市	K2 龍眼 十月眼 	125.0 	100.6 	80.0 	101.4 	 - 14	435 	 +  7	44109
111/09/28	800 高雄市	K3 龍眼 粉殼 	80.0 	74.8 	63.3 	73.6 	 -  4	796 	 + 53	58585.6
111/09/28	800 高雄市	O1 梨 橫山梨 	25.0 	25.0 	25.0 	25.0 	  -  	50 	  -  	1250
111/09/28	800 高雄市	O10 梨 寶島甘露梨 	80.0 	77.1 	70.0 	76.3 	 -  2	400 	 - 33	30520
111/09/28	800 高雄市	O4 梨 新興梨 	70.0 	70.0 	70.0 	70.0 	 + 34	108 	 - 93	7560
111/09/28	800 高雄市	O9 梨 其他進口 	117.6 	96.8 	93.3 	100.3 	 - 22	"1,050 "	 +  7	105315
111/09/28	800 高雄市	P1 番石榴 珍珠芭 	46.8 	35.5 	30.0 	36.7 	 - 15	"1,665 "	 - 64	61105.5
111/09/28	800 高雄市	S1 葡萄 巨峰 	120.0 	109.3 	80.0 	105.6 	 + 23	549 	 - 44	57974.4
111/09/28	800 高雄市	S9 葡萄 進口 	284.9 	123.2 	88.9 	148.7 	 -  3	"2,779 "	 + 35	413237.3
111/09/28	800 高雄市	T1 西瓜 大西瓜 	24.8 	18.4 	15.0 	19.0 	 + 19	"11,010 "	 +234	209190
111/09/28	800 高雄市	T3 西瓜 黑美人 	30.0 	26.1 	25.0 	26.7 	 +  7	"1,200 "	 + 20	32040
111/09/28	800 高雄市	T5 西瓜 黃肉 	33.0 	27.7 	25.0 	28.2 	 -  4	"1,000 "	 - 63	28200
111/09/28	800 高雄市	W1 洋香瓜 網狀紅肉 	60.0 	43.4 	40.0 	46.1 	  -  	330 	  -  	15213
111/09/28	800 高雄市	X0 蘋果 其他 	100.0 	88.3 	80.0 	89.0 	  -  	350 	  -  	31150
111/09/28	800 高雄市	X69 蘋果 富士進口 	119.5 	68.8 	54.8 	76.1 	 +  2	"26,612 "	 -  1	2025173.2
111/09/28	800 高雄市	Y9 桃子 進口 	380.6 	326.6 	178.6 	307.8 	 -  2	"1,010 "	 + 10	310878
111/09/28	800 高雄市	Z1 柿子 紅柿 	45.1 	36.5 	30.0 	36.9 	 + 14	"1,050 "	 - 43	38745
111/09/28	800 高雄市	Z2 柿子 水柿 	45.0 	45.0 	45.0 	45.0 	 +136	105 	 - 80	4725
111/09/28	800 高雄市	Z4 柿子 甜柿 	130.8 	79.1 	65.0 	86.6 	 +  7	702 	 -  3	60793.2
111/09/29	800 高雄市	31 釋迦  	80.0 	80.0 	80.0 	80.0 	 +  9	120 	 - 29	9600
111/09/29	800 高雄市	469 藍莓 進口 	532.6 	460.9 	400.0 	463.0 	 + 12	92 	 - 34	42596
111/09/29	800 高雄市	51 百香果 改良種 	83.7 	45.7 	31.1 	50.3 	 -  4	"2,165 "	 - 33	108899.5
111/09/29	800 高雄市	72 小番茄 聖女 	90.7 	68.9 	60.0 	71.5 	 - 11	676 	 +999	48334
111/09/29	800 高雄市	74 小番茄 玉女 	250.0 	216.7 	200.0 	220.0 	 - 11	120 	 - 33	26400
111/09/29	800 高雄市	811 火龍果 白肉 	23.1 	15.5 	8.1 	15.5 	 - 21	904 	 - 47	14012
111/09/29	800 高雄市	812 火龍果 紅肉 	48.6 	22.4 	19.9 	27.2 	 - 23	"1,288 "	 -  9	35033.6
111/09/29	800 高雄市	91 其他  	15.0 	15.0 	15.0 	15.0 	 - 50	"2,600 "	 +178	39000
111/09/29	800 高雄市	919 其他 進口 	70.0 	67.9 	65.0 	67.8 	 -  7	"5,700 "	 +171	386460
111/09/29	800 高雄市	A1 香蕉  	35.8 	25.1 	20.0 	26.2 	 +  3	"4,300 "	 - 12	112660
111/09/29	800 高雄市	A2 香蕉 芭蕉紅芭蕉 	20.0 	20.0 	20.0 	20.0 	 + 11	720 	 +999	14400
111/09/29	800 高雄市	B2 鳳梨 金鑽鳳梨 	30.0 	30.0 	30.0 	30.0 	 -  2	700 	 - 70	21000
111/09/29	800 高雄市	C1 椪柑  	40.0 	40.0 	40.0 	40.0 	  -  	234 	  -  	9360
111/09/29	800 高雄市	C9 椪柑 進口 	105.8 	58.5 	30.0 	62.2 	 -  5	"1,520 "	 + 13	94544
111/09/29	800 高雄市	E1 甜橙 柳橙 	30.0 	25.4 	25.0 	26.2 	 +  5	"1,230 "	 +999	32226
111/09/29	800 高雄市	E9 甜橙 進口 	61.1 	60.4 	58.3 	60.1 	 + 24	"1,512 "	 - 28	90871.2
111/09/29	800 高雄市	F1 雜柑 檸檬 	56.8 	41.8 	26.7 	41.8 	 +  4	"1,709 "	 +144	71436.2
111/09/29	800 高雄市	F4 雜柑 桔子 	75.0 	70.0 	65.0 	70.0 	    0	600 	 +216	42000
111/09/29	800 高雄市	G2 黃金果  	119.6 	67.8 	60.0 	76.6 	 +  8	756 	 +404	57909.6
111/09/29	800 高雄市	G3 酪梨  	67.4 	50.6 	40.0 	51.8 	 - 13	"2,718 "	 + 97	140792.4
111/09/29	800 高雄市	G49 奇異果 進口 	203.4 	165.0 	124.2 	164.5 	 -  7	873 	 + 82	143608.5
111/09/29	800 高雄市	H3 柚子 紅柚 	30.0 	26.9 	25.0 	27.1 	 + 13	210 	 - 81	5691
111/09/29	800 高雄市	H4 葡萄柚 紅肉 	20.0 	20.0 	20.0 	20.0 	 - 25	324 	 - 64	6480
111/09/29	800 高雄市	H49 葡萄柚 紅肉進口 	35.0 	35.0 	35.0 	35.0 	 - 10	"1,000 "	 - 21	35000
111/09/29	800 高雄市	H5 葡萄柚 白肉 	20.0 	20.0 	20.0 	20.0 	 +135	504 	 +180	10080
111/09/29	800 高雄市	I1 木瓜 網室紅肉 	39.8 	29.3 	24.0 	30.3 	 -  6	"6,295 "	 +  2	190738.5
111/09/29	800 高雄市	I4 木瓜 青木瓜 	25.0 	25.0 	25.0 	25.0 	 + 25	800 	 - 11	20000
111/09/29	800 高雄市	K2 龍眼 十月眼 	125.0 	114.2 	86.5 	110.8 	 +  9	555 	 + 28	61494
111/09/29	800 高雄市	K3 龍眼 粉殼 	90.0 	69.5 	60.0 	71.7 	 -  3	708 	 - 11	50763.6
111/09/29	800 高雄市	N9 李 進口 	250.0 	243.6 	233.3 	242.9 	  -  	210 	  -  	51009
111/09/29	800 高雄市	O1 梨 橫山梨 	25.0 	25.0 	25.0 	25.0 	    0	"1,590 "	 +999	39750
111/09/29	800 高雄市	O10 梨 寶島甘露梨 	90.0 	79.1 	70.0 	79.5 	 +  4	760 	 + 90	60420
111/09/29	800 高雄市	O4 梨 新興梨 	70.0 	52.8 	45.0 	54.7 	 - 22	"1,602 "	 +999	87629.4
111/09/29	800 高雄市	O7 梨 鳥梨 	60.0 	60.0 	60.0 	60.0 	  -  	100 	  -  	6000
111/09/29	800 高雄市	O9 梨 其他進口 	120.0 	111.6 	100.6 	111.1 	 + 11	720 	 - 31	79992
111/09/29	800 高雄市	P1 番石榴 珍珠芭 	60.0 	45.4 	25.0 	44.2 	 + 20	"1,770 "	 +  6	78234
111/09/29	800 高雄市	S1 葡萄 巨峰 	100.0 	80.3 	70.0 	82.2 	 - 22	354 	 - 36	29098.8
